ID,Intake ID,Excretion ID,Subject group,Population,Country,Cohort,Intake Time definition,Intake Assessment method,Intake,Intake detail,Supplement intakes included?,Intake Arithmetic mean,Intake Geometric mean,Intake Median,Intake Unit,Intake Adjusted on,Biomarker Time definition,Biospecimen,Analytical method,Biomarker,Biomarker detail,Biomarker Arithmetic mean,Biomarker Geometric mean,Biomarker Median,Biomarker Unit,Biomarker Adjusted on,Correlation size,Correlation type,Correlation value,Correlation 95% CI lower,Correlation 95% CI upper,Correlation p-value,Significant?,Measurement adjustment,Deattenuated?,Covariates,Publication
2881,3012,3021,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),"Fatty acids, n3-polyunsaturated (n3-PUFA)",EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3),,0.2,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Docosatetraenoic acid (DTA; cis-22:4n-6),"",0.21,,,percentRoot,,276,Spearman,-0.19,,,< 0.01,Yes,,,,Astorg 2008
2882,3012,3022,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),"Fatty acids, n3-polyunsaturated (n3-PUFA)",EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3),,0.2,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,DPA (cis-22:5n-3),"",0.54,,,percentRoot,,276,Spearman,0.08,,,>= 0.05,No,,,,Astorg 2008
2883,3012,3023,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),"Fatty acids, n3-polyunsaturated (n3-PUFA)",EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3),,0.2,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,DHA (cis-22:6n-3),"",2.49,,,percentRoot,,276,Spearman,0.25,,,< 0.001,Yes,,,,Astorg 2008
2975,3051,3020,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Lean fish,"",,23.0,,,g/day,,,"Plasma, fasting",GC-FID,EPA (cis-20:5n-3),"",1.36,,,percentRoot,,276,Spearman,0.1,,,>= 0.05,No,,,,Astorg 2008
2976,3051,3022,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Lean fish,"",,23.0,,,g/day,,,"Plasma, fasting",GC-FID,DPA (cis-22:5n-3),"",0.54,,,percentRoot,,276,Spearman,-0.02,,,>= 0.05,No,,,,Astorg 2008
2977,3051,3023,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Lean fish,"",,23.0,,,g/day,,,"Plasma, fasting",GC-FID,DHA (cis-22:6n-3),"",2.49,,,percentRoot,,276,Spearman,0.08,,,>= 0.05,No,,,,Astorg 2008
2978,3052,3020,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Fatty fish,"",,16.5,,,g/day,,,"Plasma, fasting",GC-FID,EPA (cis-20:5n-3),"",1.36,,,percentRoot,,276,Spearman,0.23,,,< 0.001,Yes,,,,Astorg 2008
2979,3052,3022,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Fatty fish,"",,16.5,,,g/day,,,"Plasma, fasting",GC-FID,DPA (cis-22:5n-3),"",0.54,,,percentRoot,,276,Spearman,0.06,,,>= 0.05,No,,,,Astorg 2008
2980,3052,3023,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Fatty fish,"",,16.5,,,g/day,,,"Plasma, fasting",GC-FID,DHA (cis-22:6n-3),"",2.49,,,percentRoot,,276,Spearman,0.21,,,< 0.001,Yes,,,,Astorg 2008
2972,3053,3020,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Fish,Fatty fish + Lean fish,,,,,g/day,,,"Plasma, fasting",GC-FID,EPA (cis-20:5n-3),"",1.36,,,percentRoot,,276,Spearman,0.22,,,< 0.001,Yes,,,,Astorg 2008
2973,3053,3022,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Fish,Fatty fish + Lean fish,,,,,g/day,,,"Plasma, fasting",GC-FID,DPA (cis-22:5n-3),"",0.54,,,percentRoot,,276,Spearman,0.02,,,>= 0.05,No,,,,Astorg 2008
2974,3053,3023,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Fish,Fatty fish + Lean fish,,,,,g/day,,,"Plasma, fasting",GC-FID,DHA (cis-22:6n-3),"",2.49,,,percentRoot,,276,Spearman,0.18,,,< 0.01,Yes,,,,Astorg 2008
2981,3054,3020,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Shellfish,"",,12.8,,,g/day,,,"Plasma, fasting",GC-FID,EPA (cis-20:5n-3),"",1.36,,,percentRoot,,276,Spearman,0.09,,,>= 0.05,No,,,,Astorg 2008
2982,3054,3022,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Shellfish,"",,12.8,,,g/day,,,"Plasma, fasting",GC-FID,DPA (cis-22:5n-3),"",0.54,,,percentRoot,,276,Spearman,0.04,,,>= 0.05,No,,,,Astorg 2008
2983,3054,3023,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Shellfish,"",,12.8,,,g/day,,,"Plasma, fasting",GC-FID,DHA (cis-22:6n-3),"",2.49,,,percentRoot,,276,Spearman,0.1,,,>= 0.05,No,,,,Astorg 2008
2984,3055,3020,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Seafood,Fatty fish + Lean fish + Shellfish,,52.3,,,g/day,,,"Plasma, fasting",GC-FID,EPA (cis-20:5n-3),"",1.36,,,percentRoot,,276,Spearman,0.2,,,< 0.001,Yes,,,,Astorg 2008
2985,3055,3022,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Seafood,Fatty fish + Lean fish + Shellfish,,52.3,,,g/day,,,"Plasma, fasting",GC-FID,DPA (cis-22:5n-3),"",0.54,,,percentRoot,,276,Spearman,0.03,,,>= 0.05,No,,,,Astorg 2008
2986,3055,3023,Males,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Seafood,Fatty fish + Lean fish + Shellfish,,52.3,,,g/day,,,"Plasma, fasting",GC-FID,DHA (cis-22:6n-3),"",2.49,,,percentRoot,,276,Spearman,0.18,,,< 0.01,Yes,,,,Astorg 2008
2884,3032,3040,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Fats,alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Linoleic acid (LA; cis-18:2n-6) + Arachidonic acid (AA; cis-20:4n-6),,38.49,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Linoleic acid (LA; cis-18:2n-6),"",35.26,,,percentRoot,,257,Spearman,0.12,,,< 0.05,Yes,,,,Astorg 2008
2885,3032,3041,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Fats,alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Linoleic acid (LA; cis-18:2n-6) + Arachidonic acid (AA; cis-20:4n-6),,38.49,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,gamma-Linolenic acid (GLA; cis-18:3n-6),"",0.47,,,percentRoot,,257,Spearman,-0.04,,,>= 0.05,No,,,,Astorg 2008
2886,3032,3042,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Fats,alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Linoleic acid (LA; cis-18:2n-6) + Arachidonic acid (AA; cis-20:4n-6),,38.49,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,alpha-Linolenic acid (ALA; cis-18:3n-3),"",0.51,,,percentRoot,,257,Spearman,-0.007,,,>= 0.05,No,,,,Astorg 2008
2887,3032,3043,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Fats,alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Linoleic acid (LA; cis-18:2n-6) + Arachidonic acid (AA; cis-20:4n-6),,38.49,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Eicosadienoic acid (cis-20:2n-6),"",0.22,,,percentRoot,,257,Spearman,0.006,,,>= 0.05,No,,,,Astorg 2008
2888,3032,3044,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Fats,alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Linoleic acid (LA; cis-18:2n-6) + Arachidonic acid (AA; cis-20:4n-6),,38.49,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Mead acid (cis-20:3n-9),"",0.13,,,percentRoot,,257,Spearman,-0.08,,,>= 0.05,No,,,,Astorg 2008
2889,3032,3045,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Fats,alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Linoleic acid (LA; cis-18:2n-6) + Arachidonic acid (AA; cis-20:4n-6),,38.49,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6),"",1.51,,,percentRoot,,257,Spearman,-0.14,,,< 0.05,Yes,,,,Astorg 2008
2890,3032,3046,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Fats,alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Linoleic acid (LA; cis-18:2n-6) + Arachidonic acid (AA; cis-20:4n-6),,38.49,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Arachidonic acid (AA; cis-20:4n-6),"",8.05,,,percentRoot,,257,Spearman,0.05,,,>= 0.05,No,,,,Astorg 2008
2891,3032,3047,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Fats,alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Linoleic acid (LA; cis-18:2n-6) + Arachidonic acid (AA; cis-20:4n-6),,38.49,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,EPA (cis-20:5n-3),"",1.29,,,percentRoot,,257,Spearman,0.03,,,>= 0.05,No,,,,Astorg 2008
2892,3032,3048,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Fats,alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Linoleic acid (LA; cis-18:2n-6) + Arachidonic acid (AA; cis-20:4n-6),,38.49,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Docosatetraenoic acid (DTA; cis-22:4n-6),"",0.2,,,percentRoot,,257,Spearman,0.01,,,>= 0.05,No,,,,Astorg 2008
2893,3032,3049,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Fats,alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Linoleic acid (LA; cis-18:2n-6) + Arachidonic acid (AA; cis-20:4n-6),,38.49,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,DPA (cis-22:5n-3),"",0.54,,,percentRoot,,257,Spearman,0.005,,,>= 0.05,No,,,,Astorg 2008
2894,3032,3050,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Fats,alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Linoleic acid (LA; cis-18:2n-6) + Arachidonic acid (AA; cis-20:4n-6),,38.49,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,DHA (cis-22:6n-3),"",2.65,,,percentRoot,,257,Spearman,-0.01,,,>= 0.05,No,,,,Astorg 2008
2895,3033,3040,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Linoleic acid (LA; cis-18:2n-6),"",,4.96,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Linoleic acid (LA; cis-18:2n-6),"",35.26,,,percentRoot,,257,Spearman,0.19,,,< 0.01,Yes,,,,Astorg 2008
2896,3033,3041,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Linoleic acid (LA; cis-18:2n-6),"",,4.96,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,gamma-Linolenic acid (GLA; cis-18:3n-6),"",0.47,,,percentRoot,,257,Spearman,0.05,,,>= 0.05,No,,,,Astorg 2008
2897,3033,3042,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Linoleic acid (LA; cis-18:2n-6),"",,4.96,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,alpha-Linolenic acid (ALA; cis-18:3n-3),"",0.51,,,percentRoot,,257,Spearman,-0.07,,,>= 0.05,No,,,,Astorg 2008
2898,3033,3043,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Linoleic acid (LA; cis-18:2n-6),"",,4.96,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Eicosadienoic acid (cis-20:2n-6),"",0.22,,,percentRoot,,257,Spearman,0.14,,,< 0.05,Yes,,,,Astorg 2008
2899,3033,3044,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Linoleic acid (LA; cis-18:2n-6),"",,4.96,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Mead acid (cis-20:3n-9),"",0.13,,,percentRoot,,257,Spearman,-0.2,,,< 0.01,Yes,,,,Astorg 2008
2900,3033,3045,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Linoleic acid (LA; cis-18:2n-6),"",,4.96,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6),"",1.51,,,percentRoot,,257,Spearman,-0.06,,,>= 0.05,No,,,,Astorg 2008
2901,3033,3046,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Linoleic acid (LA; cis-18:2n-6),"",,4.96,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Arachidonic acid (AA; cis-20:4n-6),"",8.05,,,percentRoot,,257,Spearman,0.04,,,>= 0.05,No,,,,Astorg 2008
2902,3033,3047,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Linoleic acid (LA; cis-18:2n-6),"",,4.96,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,EPA (cis-20:5n-3),"",1.29,,,percentRoot,,257,Spearman,-0.11,,,>= 0.05,No,,,,Astorg 2008
2903,3033,3048,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Linoleic acid (LA; cis-18:2n-6),"",,4.96,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Docosatetraenoic acid (DTA; cis-22:4n-6),"",0.2,,,percentRoot,,257,Spearman,0.01,,,>= 0.05,No,,,,Astorg 2008
2904,3033,3049,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Linoleic acid (LA; cis-18:2n-6),"",,4.96,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,DPA (cis-22:5n-3),"",0.54,,,percentRoot,,257,Spearman,-0.08,,,>= 0.05,No,,,,Astorg 2008
2905,3033,3050,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Linoleic acid (LA; cis-18:2n-6),"",,4.96,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,DHA (cis-22:6n-3),"",2.65,,,percentRoot,,257,Spearman,-0.07,,,>= 0.05,No,,,,Astorg 2008
2906,3034,3040,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),alpha-Linolenic acid (ALA; cis-18:3n-3),"",,0.4,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Linoleic acid (LA; cis-18:2n-6),"",35.26,,,percentRoot,,257,Spearman,0.02,,,>= 0.05,No,,,,Astorg 2008
2907,3034,3041,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),alpha-Linolenic acid (ALA; cis-18:3n-3),"",,0.4,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,gamma-Linolenic acid (GLA; cis-18:3n-6),"",0.47,,,percentRoot,,257,Spearman,-0.03,,,>= 0.05,No,,,,Astorg 2008
2908,3034,3042,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),alpha-Linolenic acid (ALA; cis-18:3n-3),"",,0.4,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,alpha-Linolenic acid (ALA; cis-18:3n-3),"",0.51,,,percentRoot,,257,Spearman,0.05,,,>= 0.05,No,,,,Astorg 2008
2909,3034,3043,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),alpha-Linolenic acid (ALA; cis-18:3n-3),"",,0.4,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Eicosadienoic acid (cis-20:2n-6),"",0.22,,,percentRoot,,257,Spearman,0.01,,,>= 0.05,No,,,,Astorg 2008
2910,3034,3044,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),alpha-Linolenic acid (ALA; cis-18:3n-3),"",,0.4,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Mead acid (cis-20:3n-9),"",0.13,,,percentRoot,,257,Spearman,-0.05,,,>= 0.05,No,,,,Astorg 2008
2911,3034,3045,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),alpha-Linolenic acid (ALA; cis-18:3n-3),"",,0.4,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6),"",1.51,,,percentRoot,,257,Spearman,-0.05,,,>= 0.05,No,,,,Astorg 2008
2912,3034,3046,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),alpha-Linolenic acid (ALA; cis-18:3n-3),"",,0.4,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Arachidonic acid (AA; cis-20:4n-6),"",8.05,,,percentRoot,,257,Spearman,-0.03,,,>= 0.05,No,,,,Astorg 2008
2913,3034,3047,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),alpha-Linolenic acid (ALA; cis-18:3n-3),"",,0.4,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,EPA (cis-20:5n-3),"",1.29,,,percentRoot,,257,Spearman,0.09,,,>= 0.05,No,,,,Astorg 2008
2914,3034,3048,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),alpha-Linolenic acid (ALA; cis-18:3n-3),"",,0.4,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Docosatetraenoic acid (DTA; cis-22:4n-6),"",0.2,,,percentRoot,,257,Spearman,-0.08,,,>= 0.05,No,,,,Astorg 2008
2915,3034,3049,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),alpha-Linolenic acid (ALA; cis-18:3n-3),"",,0.4,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,DPA (cis-22:5n-3),"",0.54,,,percentRoot,,257,Spearman,0.03,,,>= 0.05,No,,,,Astorg 2008
2916,3034,3050,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),alpha-Linolenic acid (ALA; cis-18:3n-3),"",,0.4,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,DHA (cis-22:6n-3),"",2.65,,,percentRoot,,257,Spearman,0.05,,,>= 0.05,No,,,,Astorg 2008
2917,3035,3040,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Arachidonic acid (AA; cis-20:4n-6),"",,0.08,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Linoleic acid (LA; cis-18:2n-6),"",35.26,,,percentRoot,,257,Spearman,-0.09,,,>= 0.05,No,,,,Astorg 2008
2918,3035,3041,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Arachidonic acid (AA; cis-20:4n-6),"",,0.08,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,gamma-Linolenic acid (GLA; cis-18:3n-6),"",0.47,,,percentRoot,,257,Spearman,-0.01,,,>= 0.05,No,,,,Astorg 2008
2919,3035,3042,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Arachidonic acid (AA; cis-20:4n-6),"",,0.08,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,alpha-Linolenic acid (ALA; cis-18:3n-3),"",0.51,,,percentRoot,,257,Spearman,-0.06,,,>= 0.05,No,,,,Astorg 2008
2920,3035,3043,Females,Middle-aged participants in a nested case-control study,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),,Dietary record (1-day),Arachidonic acid (AA; cis-20:4n-6),"",,0.08,,,percentEnergy,Energy,,"Plasma, fasting",GC-FID,Eicosadienoic acid (cis-20:2n-6),"",0.22,,,percentRoot,,257,Spearman,0.06,,,>= 0.05,No,,,,Astorg 2008
