ID,Title,First author,Authors,Year,Journal,Volume,Issue,Pages,PubMed ID,DOI,Study design,No. of Biomarkers,No. of Intake values,No. of Concentration values,No. of Reproducibility values,No. of Correlation values,No. of Metabolomic associations,No. of Cancer associations
259,The influence of metabolic gene polymorphisms on urinary 1-hydroxypyrene concentration in Thai bus drivers,Petchpoung,"Petchpoung, K.; Kaojarern, S.; Yoovathaworn, K.; Sura, T.; Sirivarasai, J.",2011,Environ Toxicol Pharmacol,31,1,160-164,21787681,10.1016/j.etap.2010.10.006,Observation,1,0,6,0,0,0,0
263,Cytogenetic biomonitoring of road paving workers occupationally exposed to polycyclic aromatic hydrocarbons,Sellappa,"Sellappa, S.; Mani, B.; Keyan, K. S.",2011,Asian Pac J Cancer Prev,12,3,713-717,21627370,,Observation,1,0,6,0,0,0,0
264,Exposure of children to polycyclic aromatic hydrocarbons in Mexico: assessment of multiple sources,Martinez-Salinas,"Martinez-Salinas, R. I.; Elena Leal, M.; Batres-Esquivel, L. E.; Dominguez-Cortinas, G.; Calderon, J.; Diaz-Barriga, F.; Perez-Maldonado, I. N.",2010,Int Arch Occup Environ Health,83,6,617-623,19885669,10.1007/s00420-009-0482-x,Observation,1,0,9,0,0,0,0
266,Reproductive hormones in relation to polycyclic aromatic hydrocarbon (PAH) metabolites among non-occupational exposure of males,Han,"Han, Y.; Xia, Y.; Zhu, P.; Qiao, S.; Zhao, R.; Jin, N.; Wang, S.; Song, L.; Fu, G.; Wang, X.",2010,Sci Total Environ,408,4,768-773,19942255,10.1016/j.scitotenv.2009.11.021,Observation,4,0,4,0,0,0,0
267,Urinary 1-hydroxypyrene levels in offshore workers,Hopf,"Hopf, N. B.; Kirkeleit, J.; Kramer, S. L.; Moen, B.; Succop, P.; Genter, M. B.; Carreon, T.; Mack, J.; Talaska, G.",2010,Int Arch Occup Environ Health,83,1,55-59,19506895,10.1007/s00420-009-0437-2,Observation,1,0,6,0,0,0,0
268,Relationship between urinary metabolites of polycyclic aromatic hydrocarbons and thyroid hormone levels in Chinese non-occupational exposure adult males,Zhu,"Zhu, P.; Bian, Z.; Xia, Y.; Han, Y.; Qiao, S.; Zhao, R.; Jin, N.; Wang, S.; Peng, Y.; Wang, X.",2009,Chemosphere,77,7,883-888,19766290,10.1016/j.chemosphere.2009.08.054,Observation,4,0,4,0,0,0,0
270,Occupational exposure to polycyclic aromatic hydrocarbons and DNA damage by industry: a nationwide study in Germany,Marczynski,"Marczynski, B.; Pesch, B.; Wilhelm, M.; Rossbach, B.; Preuss, R.; Hahn, J. U.; Rabstein, S.; Raulf-Heimsoth, M.; Seidel, A.; Rihs, H. P.; Adams, A.; Scherenberg, M.; Erkes, A.; Engelhardt, B.; Straif, K.; Kafferlein, H. U.; Angerer, J.; Bruning, T.",2009,Arch Toxicol,83,10,947-957,19543712,10.1007/s00204-009-0444-9,Observation,2,0,12,0,0,0,0
271,Relation between urinary metabolites of polycyclic aromatic hydrocarbons and human semen quality,Xia,"Xia, Y.; Han, Y.; Zhu, P.; Wang, S.; Gu, A.; Wang, L.; Lu, C.; Fu, G.; Song, L.; Wang, X.",2009,Environ Sci Technol,43,12,4567-4573,19603678,,Observation,4,0,4,0,0,0,0
272,Urinary 1-hydroxypyrene and PAH exposure in 4-year-old Spanish children,Freire,"Freire, C.; Abril, A.; Fernandez, M. F.; Ramos, R.; Estarlich, M.; Manrique, A.; Aguirre, A.; Ibarluzea, J.; Olea, N.",2009,Sci Total Environ,407,5,1562-1569,19095289,10.1016/j.scitotenv.2008.10.068,Observation,1,0,2,0,0,0,0
273,Seasonal and regional contributors of 1-hydroxypyrene among children near a steel mill,Lee,"Lee, M. S.; Eum, K. D.; Lee, K.; Kim, H.; Paek, D.",2009,Cancer Epidemiol Biomarkers Prev,18,1,96-101,19124486,10.1158/1055-9965.EPI-08-0612,Observation,1,0,3,0,0,0,0
274,"Urinary 1-hydroxypyrene, air pollution exposure and associated life style factors in pregnant women",Llop,"Llop, S.; Ballester, F.; Estarlich, M.; Ibarluzea, J.; Manrique, A.; Rebagliato, M.; Esplugues, A.; Iniguez, C.",2008,Sci Total Environ,407,1,97-104,18804258,10.1016/j.scitotenv.2008.07.070,Observation,1,0,12,0,0,0,0
275,"Levels of 1-hydroxypyrene, symptoms and immunologic markers in vulcanization workers in the southern Sweden rubber industries",Jonsson,"Jonsson, L. S.; Broberg, K.; Axmon, A.; Bergendorf, U.; Littorin, M.; Jonsson, B. A.",2008,Int Arch Occup Environ Health,82,1,131-137,18425528,10.1007/s00420-008-0310-8,Observation,1,0,2,0,0,0,0
276,"Assessment of interactions between PAH exposure and genetic polymorphisms on PAH-DNA adducts in African American, Dominican, and Caucasian mothers and newborns",Wang,"Wang, S.; Chanock, S.; Tang, D.; Li, Z.; Jedrychowski, W.; Perera, F. P.",2008,Cancer Epidemiol Biomarkers Prev,17,2,405-413,18268125,10.1158/1055-9965.EPI-07-0695,Observation,1,0,6,0,0,0,0
277,Biomarkers of exposure to polycyclic aromatic hydrocarbons and related compounds,Toriba,"Toriba, A.; Hayakawa, K.",2007,J Health Sci,53,6,631-638,,10.1248/jhs.53.631,Observation,7,0,21,0,0,0,0
278,The influence of physicochemical properties on the internal dose of trihalomethanes in humans following a controlled showering exposure,Silva,"Silva, L. K.; Backer, L. C.; Ashley, D. L.; Gordon, S. M.; Brinkman, M. C.; Nuckols, J. R.; Wilkes, C. R.; Blount, B. C.",2013,J Expo Sci Environ Epidemiol,23,1,39-45,22829048,10.1038/jes.2012.80,Intervention,5,0,15,0,0,0,0
279,Comparison of trihalomethanes in tap water and blood: a case study in the United States,Rivera-Nunez,"Rivera-Nunez, Z.; Wright, J. M.; Blount, B. C.; Silva, L. K.; Jones, E.; Chan, R. L.; Pegram, R. A.; Singer, P. C.; Savitz, D. A.",2012,Environ Health Perspect,120,5,661-667,22281753,10.1289/ehp.1104347,Observation,5,0,35,0,0,0,0
282,Comparison of trihalomethanes in tap water and blood,Miles,"Miles, A. M.; Singer, P. C.; Ashley, D. L.; Lynberg, M. C.; Mendola, P.; Langlois, P. H.; Nuckols, J. R.",2002,Environ Sci Technol,36,8,1692-1698,11993865,,Observation,5,0,20,0,0,0,0
284,Assessment of exposure of workers and swimmers to trihalomethanes in an indoor swimming pool,Caro,"Caro, J.; Gallego, M.",2007,Environ Sci Technol,41,13,4793-4798,17695931,,Observation,2,0,16,0,0,0,0
285,Decreased birth weight in relation to maternal urinary trichloroacetic acid levels,Zhou,"Zhou, W. S.; Xu, L.; Xie, S. H.; Li, Y. L.; Li, L.; Zeng, Q.; Du, Y. K.; Lu, W. Q.",2012,Sci Total Environ,416,,105-110,22225821,10.1016/j.scitotenv.2011.10.073,Observation,1,0,1,0,0,0,0
286,Haloacetic acids in swimming pools: swimmer and worker exposure,Cardador,"Cardador, M. J.; Gallego, M.",2011,Environ Sci Technol,45,13,5783-5790,21648437,10.1021/es103959d,Observation,3,0,17,0,0,0,0
287,Validation of urinary trichloroacetic acid as a biomarker of exposure to drinking water disinfection by-products,Zhang,"Zhang, W.; Gabos, S.; Schopflocher, D.; Li, X. F.; Gati, W. P.; Hrudey, S. E.",2009,J Water Health,7,3,359-371,19491488,10.2166/wh.2009.009,Intervention,1,0,3,0,0,0,0
288,"Biomonitoring of dietary heterocyclic amines and metabolites in urine by liquid phase microextraction: 2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine (PhIP), a possible biomarker of exposure to dietary PhIP",Busquets,"Busquets, R.; Frandsen, H.; Jonsson, J. A.; Puignou, L.; Galceran, M. T.; Skog, K.",2013,Chem Res Toxicol,26,2,233-240,23276304,10.1021/tx3003966,Intervention,3,0,3,0,0,0,0
289,"Tobacco smoking and urinary levels of 2-amino-9H-pyrido[2,3-b]indole in men of Shanghai, China",Turesky,"Turesky, R. J.; Yuan, J. M.; Wang, R.; Peterson, S.; Yu, M. C.",2007,Cancer Epidemiol Biomarkers Prev,16,8,1554-1560,17684128,10.1158/1055-9965.EPI-07-0132,Observation,1,0,3,0,0,0,0
290,"Effect of diet on serum albumin and hemoglobin adducts of 2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine (PhIP) in humans",Magagnotti,"Magagnotti, C.; Orsi, F.; Bagnati, R.; Celli, N.; Rotilio, D.; Fanelli, R.; Airoldi, L.",2000,Int J Cancer,88,1,1-6,10962432,,Observation,2,0,10,0,0,0,0
291,"Urinary excretion of unmetabolized and phase II conjugates of 2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine and 2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline in humans: relationship to cytochrome P4501A2 and N-acetyltransferase activity",Stillwell,"Stillwell, W. G.; Kidd, L. C.; Wishnok, J. S.; Tannenbaum, S. R.; Sinha, R.",1997,Cancer Res,57,16,3457-3464,9270013,,Intervention,2,0,2,0,0,0,0
292,"Urinary excretion of 2-amino-3,8-dimethylimidazo-[4,5-f]quinoxaline in white, black, and Asian men in Los Angeles County",Ji,"Ji, H.; Yu, M. C.; Stillwell, W. G.; Skipper, P. L.; Ross, R. K.; Henderson, B. E.; Tannenbaum, S. R.",1994,Cancer Epidemiol Biomarkers Prev,3,5,407-411,7920208,,Observation,1,0,4,0,0,0,0
293,Prevalence of low chlorinated dibenzo-p-dioxin/dibenzofurans in human serum,Park,"Park, H.; Kim, J.; Chang, Y. S.",2013,Chemosphere,90,5,1658-1663,23062831,10.1016/j.chemosphere.2012.08.062,Observation,16,0,64,0,0,0,0
294,"Lung function, airway inflammation, and polycyclic aromatic hydrocarbons exposure in mexican schoolchildren: a pilot study",Barraza-Villarreal,"Barraza-Villarreal, A.; Escamilla-Nunez, M. C.; Schilmann, A.; Hernandez-Cadena, L.; Li, Z.; Romanoff, L.; Sjodin, A.; Del Rio-Navarro, B. E.; Diaz-Sanchez, D.; Diaz-Barriga, F.; Sly, P.; Romieu, I.",2014,J Occup Environ Med,56,4,415-419,24500378,10.1097/JOM.0000000000000111,Observation,9,0,9,0,0,0,0
295,"PCDD, PCDF, and PCB exposure in current and former firefighters from Eastern Siberia",Chernyak,"Chernyak, Y. I.; Shelepchikov, A. A.; Brodsky, E. S.; Grassman, J. A.",2012,Toxicol Lett,213,1,9-14,21979175,10.1016/j.toxlet.2011.09.021,Observation,29,0,87,0,0,0,0
296,"Concentrations of polychlorinated dibenzo-p-dioxins, polychlorinated dibenzofurans, and polychlorinated biphenyls in blood and breast milk collected from pregnant women in Sapporo City, Japan",Todaka,"Todaka, T.; Hirakawa, H.; Kajiwara, J.; Onozuka, D.; Sasaki, S.; Miyashita, C.; Yoshioka, E.; Yuasa, M.; Kishi, R.; Iida, T.; Uchi, H.; Furue, M.",2011,Chemosphere,85,11,1694-1700,22004731,10.1016/j.chemosphere.2011.09.014,Observation,98,0,196,0,0,0,0
297,Longitudinal increases in PCDD/F and dl-PCB concentrations in human milk in northern China,Sun,"Sun, S. J.; Kayama, F.; Zhao, J. H.; Ge, J.; Yang, Y. X.; Fukatsu, H.; Iida, T.; Terada, M.; Liu, D. W.",2011,Chemosphere,85,3,448-453,21890171,10.1016/j.chemosphere.2011.07.073,Observation,29,0,58,0,0,0,0
298,"Distribution of PCDD/Fs, PCBs, PBDEs and organochlorine residues in children’s blood from Zhejiang, China",Shen,"Shen, H.; Ding, G.; Han, G.; Wang, X.; Xu, X.; Han, J.; Lou, X.; Xu, C.; Cai, D.; Song, Y.; Lu, W.",2010,Chemosphere,80,2,170-175,20378148,10.1016/j.chemosphere.2010.03.012,Observation,53,0,159,0,0,0,0
299,Levels of polychlorinated dibenzo-p-dioxins and dibenzofurans (PCDD/Fs) and trace metals in the blood of nonoccupationally exposed residents living in the vicinity of a municipal solid waste incinerator and electric arc furnace,Chen,"Chen, Y. M.; Lin, Y. C.; Wu, T. Y.; Chang-Chien, G. P.; Ma, W. F.",2010,J Air Waste Manag Assoc,60,6,731-740,20564999,,Observation,19,0,19,0,0,0,0
300,"Relationship between the concentrations of polychlorinated dibenzo-p-dioxins, polychlorinated dibenzofurans, and polychlorinated biphenyls in maternal blood and those in breast milk",Todaka,"Todaka, T.; Hirakawa, H.; Kajiwara, J.; Hori, T.; Tobiishi, K.; Yasutake, D.; Onozuka, D.; Sasaki, S.; Miyashita, C.; Yoshioka, E.; Yuasa, M.; Kishi, R.; Iida, T.; Furue, M.",2010,Chemosphere,78,2,185-192,19850319,10.1016/j.chemosphere.2009.09.047,Observation,98,0,195,0,0,0,0
301,"Serum levels of polychlorinated dibenzodioxins and dibenzofurans and PCBs in the general population living near an urban waste treatment plant in Biscay, Basque Country",Zubero,"Zubero, M. B.; Ibarluzea, J. M.; Aurrekoetxea, J. J.; Rivera, J.; Parera, J.; Abad, E.; Goni, F.; Lopez, R.; Etxeandia, A.; Rodriguez, C.; Saenz, J. R.",2009,Chemosphere,76,6,784-791,19482333,10.1016/j.chemosphere.2009.04.061,Observation,29,0,29,0,0,0,0
303,"Evaluation of background persistent organic pollutant levels in human from Taiwan: Polychlorinated dibenzo-p-dioxins, dibenzofurans, and biphenyls",Hsu,"Hsu, J. F.; Lee, C. C.; Su, H. J.; Chen, H. L.; Yang, S. Y.; Liao, P. C.",2009,Environ Int,35,1,33-42,18678409,10.1016/j.envint.2008.06.010,Observation,29,0,29,0,0,0,0
304,PCDD/F and PCB in human serum of differently exposed population groups of an Italian city,Turrio-Baldassarri,"Turrio-Baldassarri, L.; Abate, V.; Battistelli, C. L.; Carasi, S.; Casella, M.; Iacovella, N.; Indelicato, A.; La Rocca, C.; Scarcella, C.; Alivernini, S.",2008,Chemosphere,73,1 Suppl,S228-S234,18514762,10.1016/j.chemosphere.2008.01.081,Observation,36,0,252,0,0,0,0
305,Serum concentrations of chlorinated dibenzo-p-dioxins and dibenzofurans among former Michigan trichlorophenol and pentachlorophenol workers,Collins,"Collins, J. J.; Bodner, K. M.; Wilken, M.; Haidar, S.; Burns, C. J.; Budinsky, R. A.; Martin, G. D.; Carson, M. L.; Rowlands, J. C.",2007,J Expo Sci Environ Epidemiol,17,6,541-548,17426737,10.1038/sj.jes.7500558,Observation,21,0,126,0,0,0,0
306,PCDD/F levels in plasma of a belgian population before and after the 1999 belgian PCB/DIOXIN incident,Debacker,"Debacker, N.; Sasse, A.; van Wouwe, N.; Goeyens, L.; Sartor, F.; van Oyen, H.",2007,Chemosphere,67,9,S217-S223,17208274,10.1016/j.chemosphere.2006.05.101,Observation,18,0,36,0,0,0,0
307,PCDD/F and dioxin-like PCB in human blood and milk from German mothers,Wittsiepe,"Wittsiepe, J.; Furst, P.; Schrey, P.; Lemm, F.; Kraft, M.; Eberwein, G.; Winneke, G.; Wilhelm, M.",2007,Chemosphere,67,9,S286-S294,17217986,10.1016/j.chemosphere.2006.05.118,Observation,32,0,62,0,0,0,0
308,Evaluation of PCDD/Fs patterns emitted from incinerator via direct ambient sampling and indirect serum levels assessment of Taiwanese,Lee,"Lee, C. C.; Chen, H. L.; Su, H. J.; Guo, Y. L.; Liao, P. C.",2005,Chemosphere,59,10,1465-1474,15876389,10.1016/j.chemosphere.2004.12.075,Observation,20,0,20,0,0,0,0
309,"Profile of PCDD/F levels in serum of general Taiwanese between different gender, age and smoking status",Chen,"Chen, H. L.; Liao, P. C.; Su, H. J.; Guo, Y. L.; Chen, C. H.; Lee, C. C.",2005,Sci Total Environ,337,1-3,31-43,15626377,10.1016/j.scitotenv.2004.06.021,Observation,24,0,48,0,0,0,0
310,"Assessment of current serum levels of PCDD/Fs, dl-PCBs and PBDEs in a Dutch cohort with known perinatal PCDD/F exposure",Leijs,"Leijs, M. M.; van Teunenbroek, T.; Olie, K.; Koppe, J. G.; ten Tusscher, G. W.; van Aalderen, W. M.; de Voogt, P.",2008,Chemosphere,73,2,176-181,18599107,10.1016/j.chemosphere.2008.05.056,Observation,9,0,9,0,0,0,0
311,"Concentrations of polybrominated diphenyl ethers, polychlorinated dibenzo-p-dioxins and dibenzofurans, and polychlorinated biphenyls in human blood samples from Korea",Kim,"Kim, B. H.; Ikonomou, M. G.; Lee, S. J.; Kim, H. S.; Chang, Y. S.",2005,Sci Total Environ,336,1-3,45-56,15589248,10.1016/j.scitotenv.2004.05.030,Observation,10,0,30,0,0,0,0
312,"Decrease of PCDD/F levels in human blood--trend analysis for the German population, 1991-1996",Wittsiepe,"Wittsiepe, J.; Schrey, P.; Ewers, U.; Wilhelm, M.; Selenka, F.",2000,Environ Res,83,1,46-53,10845781,10.1006/enrs.2000.4049,Observation,20,0,38,0,0,0,0
314,Serum PCDD/F concentration distribution in residents living in the vicinity of an incinerator and its association with predicted ambient dioxin exposure,Chen,"Chen, H. L.; Su, H. J.; Liao, P. C.; Chen, C. H.; Lee, C. C.",2004,Chemosphere,54,10,1421-1429,14659944,10.1016/j.chemosphere.2003.10.033,Observation,20,0,80,0,0,0,0
315,Inverse age-dependent accumulation of decabromodiphenyl ether and other PBDEs in serum from a general adult population,Gari,"Gari, M.; Grimalt, J. O.",2013,Environ Int,54,,119-127,23434819,10.1016/j.envint.2013.01.012,Observation,15,0,15,0,0,0,0
316,Hydroxylated and methoxylated polybrominated diphenyl ethers in blood plasma of humans in Hong Kong,Wang,"Wang, H. S.; Chen, Z. J.; Ho, K. L.; Ge, L. C.; Du, J.; Lam, M. H.; Giesy, J. P.; Wong, M. H.; Wong, C. K.",2012,Environ Int,47,,66-72,22771521,10.1016/j.envint.2012.06.004,Observation,21,0,42,0,0,0,0
317,"Serum PBDEs in a North Carolina toddler cohort: associations with handwipes, house dust, and socioeconomic variables",Stapleton,"Stapleton, H. M.; Eagle, S.; Sjodin, A.; Webster, T. F.",2012,Environ Health Perspect,120,7,1049-1054,22763040,10.1289/ehp.1104802,Observation,12,0,5,0,0,0,0
318,A comparison of PBDE serum concentrations in Mexican and Mexican-American children living in California,Eskenazi,"Eskenazi, B.; Fenster, L.; Castorina, R.; Marks, A. R.; Sjodin, A.; Rosas, L. G.; Holland, N.; Guerra, A. G.; Lopez-Carillo, L.; Bradman, A.",2011,Environ Health Perspect,119,10,1442-1448,21498147,10.1289/ehp.1002874,Observation,10,0,20,0,0,0,0
319,Assessment of polybrominated diphenyl ethers (PBDEs) in serum from the Korean general population,Kim,"Kim, J.; Kang, J. H.; Park, H.; Baek, S. Y.; Kim, Y. H.; Chang, Y. S.",2012,Environ Pollut,164,,46-52,22327115,10.1016/j.envpol.2012.01.016,Observation,12,0,13,0,0,0,0
320,Polybrominated diphenyl ethers (PBDE) in blood of children in Baden-Württemberg between 2002/03 and 2008/09,Link,"Link, B.; Gabrio, T.; Mann, V.; Schilling, B.; Maisner, V.; Konig, M.; Flicker-Klein, A.; Zollner, I.; Fischer, G.",2012,Int J Hyg Environ Health,215,2,224-228,22192581,10.1016/j.ijheh.2011.10.018,Observation,9,0,34,0,0,0,0
321,Prenatal exposure to polychlorinated biphenyls (PCBs) and polybrominated diphenyl ethers (PBDEs) may influence birth weight among infants in a Swedish cohort with background exposure: a cross-sectional study,Lignell,"Lignell, S.; Aune, M.; Darnerud, P. O.; Hanberg, A.; Larsson, S. C.; Glynn, A.",2013,Environ Health,12,,44,23724965,10.1186/1476-069X-12-44,Observation,9,0,9,0,0,0,0
322,"Levels of tetrabromobisphenol A, hexabromocyclododecanes and polybrominated diphenyl ethers in human milk from the general population in Beijing, China",Shi,"Shi, Z.; Jiao, Y.; Hu, Y.; Sun, Z.; Zhou, X.; Feng, J.; Li, J.; Wu, Y.",2013,Sci Total Environ,452-453,,10-18,23500394,10.1016/j.scitotenv.2013.02.038,Observation,14,0,14,0,0,0,0
323,Hydroxylated polybrominated diphenyl ethers in paired maternal and cord sera,Chen,"Chen, A.; Park, J. S.; Linderholm, L.; Rhee, A.; Petreas, M.; DeFranco, E. A.; Dietrich, K. N.; Ho, S. M.",2013,Environ Sci Technol,47,8,3902-3908,23506475,10.1021/es3046839,Observation,13,0,26,0,0,0,0
324,Lactational exposure to polybrominated diphenyl ethers and its relation to social and emotional development among toddlers,Hoffman,"Hoffman, K.; Adgent, M.; Goldman, B. D.; Sjodin, A.; Daniels, J. L.",2012,Environ Health Perspect,120,10,1438-1442,22814209,10.1289/ehp.1205100,Observation,5,0,5,0,0,0,0
325,"Polybrominated diphenyl ethers exposure in breast milk in Shanghai, China: levels, influencing factors and potential health risk for infants",Cui,"Cui, C.; Tian, Y.; Zhang, L.; Gao, Y.; Jin, J.; Wang, P.; Ding, W.; Wang, X.; Shi, R.; Wang, Y.",2012,Sci Total Environ,433,,331-335,22819883,10.1016/j.scitotenv.2012.06.075,Observation,8,0,8,0,0,0,0
326,Levels and congener profiles of polybrominated diphenyl ethers (PBDEs) in breast milk from Shanghai: implication for exposure route of higher brominated BDEs,Ma,"Ma, S.; Yu, Z.; Zhang, X.; Ren, G.; Peng, P.; Sheng, G.; Fu, J.",2012,Environ Int,42,,72-77,21550663,10.1016/j.envint.2011.04.006,Observation,15,0,15,0,0,0,0
327,Cord blood levels of thyroid hormones and IGF-1 weakly correlate with breast milk levels of PBDEs in Taiwan,Shy,"Shy, C. G.; Huang, H. L.; Chao, H. R.; Chang-Chien, G. P.",2012,Int J Hyg Environ Health,215,3,345-351,22088798,10.1016/j.ijheh.2011.10.004,Observation,15,0,30,0,0,0,0
328,Brominated flame retardants in serum from the general population in northern China,Zhu,"Zhu, L.; Ma, B.; Hites, R. A.",2009,Environ Sci Technol,43,18,6963-6968,19806728,,Observation,22,0,22,0,0,0,0
329,Serum concentrations of polybrominated diphenyl ethers (PBDEs) and polybrominated biphenyl (PBB) in the United States population: 2003-2004,Sjodin,"Sjodin, A.; Wong, L. Y.; Jones, R. S.; Park, A.; Zhang, Y.; Hodge, C.; Dipietro, E.; McClure, C.; Turner, W.; Needham, L. L.; Patterson, D. G. Jr",2008,Environ Sci Technol,42,4,1377-1384,18351120,,Observation,6,0,6,0,0,0,0
