ID,Excretion ID,Subject group,Population,Country,Cohort,No. of subjects,No. of cases,No. of controls,Biospecimen,Analytical method,Biomarker,Biomarker detail,Cancer,Study design,Publication
701,21674,All,Pancreatic cancer cases,United Kingdom,EPIC (European Prospective Investigation into Cancer and Nutrition),22472,42,,"Serum, non-fasting",Fluorometry,Vitamin C,"",Pancreatic cancer,Prospective cohort study,Banim 2013
702,21675,All,Prostate cancer cases,United States,BLSA (Baltimore Longitudinal Study of Aging),515,62,,"Plasma, fasting",Colorimetry,Vitamin C,"",Prostate cancer,Prospective cohort study,Berndt 2005
703,21676,All,Gastric cancer cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),631,215,416,"Plasma, fasting and non-fasting",Fluorometry,Vitamin C,"",Gastric and oesophageal cancer,Nested case-control study,Jenab 2006
704,21677,All,Breast cancer cases and their controls,United States,CLUE,230,115,115,"Plasma, non-fasting",Colorimetry,Vitamin C,"",Breast cancer,Nested case-control study,Wu 2000
706,21682,All,Oesophageal and gastric cancer cases,China,Linxian NITs (Linxian Nutrition Intervention Trials),947,753,194,"Serum, unspecified",HPLC,Riboflavin,"",Gastric and oesophageal cancer,Case-cohort study,Ren 2016
708,21683,All,Oesophageal and gastric cancer cases,China,Linxian NITs (Linxian Nutrition Intervention Trials),947,753,194,"Serum, unspecified",HPLC,Pyridoxal 5'-phosphate,"",Gastric and oesophageal cancer,Case-cohort study,Ren 2016
710,21684,All,Oesophageal and gastric cancer cases,China,Linxian NITs (Linxian Nutrition Intervention Trials),947,753,194,"Serum, unspecified",HPLC,Folates,"",Gastric and oesophageal cancer,Case-cohort study,Ren 2016
712,21685,All,Oesophageal and gastric cancer cases,China,Linxian NITs (Linxian Nutrition Intervention Trials),947,753,194,"Serum, unspecified",HPLC,Vitamin B12,"",Gastric and oesophageal cancer,Case-cohort study,Ren 2016
713,21686,All,"Basal cell carcinoma, squamous cell carcinoma, and melanoma cases",France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),1760,144,,"Red blood cell, fasting",Microbioassay (Lactobacillus casei),Folates,"",Skin cancer,Prospective cohort study,Donnenfeld 2015
717,21689,All,Breast cancer cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),5012,2491,2521,"Plasma, fasting and non-fasting",Microbioassay (Lactobacillus casei),Folates,"",Breast cancer,Nested case-control study,Matejcic 2017
718,21690,All,Breast cancer cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),5012,2491,2521,"Plasma, fasting and non-fasting",Microbioassay (Lactobacillus leichmanii),Vitamin B12,"",Breast cancer,Nested case-control study,Matejcic 2017
719,21691,All,Breast cancer cases and their controls,Italy,EPIC (European Prospective Investigation into Cancer and Nutrition),552,276,276,"Plasma, fasting",Chemiluminescence immunoassay (CLIA),Folates,"",Breast cancer,Nested case-control study,Agnoli 2016
720,21692,All,Breast cancer cases and their controls,Italy,EPIC (European Prospective Investigation into Cancer and Nutrition),552,276,276,"Plasma, fasting",Chemiluminescence immunoassay (CLIA),Vitamin B12,"",Breast cancer,Nested case-control study,Agnoli 2016
721,21693,All,Breast cancer cases and their controls,Italy,EPIC (European Prospective Investigation into Cancer and Nutrition),552,276,276,"Plasma, fasting",LC-MS,Riboflavin,"",Breast cancer,Nested case-control study,Agnoli 2016
722,21694,All,Breast cancer cases and their controls,Italy,EPIC (European Prospective Investigation into Cancer and Nutrition),552,276,276,"Plasma, fasting",LC-MS,Pyridoxal 5'-phosphate,"",Breast cancer,Nested case-control study,Agnoli 2016
723,21695,All,Colorectal cancer cases and their controls,United States,WHI-OS (Women's Health Initiative Observational Study),1976,988,988,"Red blood cell, fasting",Competitive protein-binding assay (CPBA),Folates,"",Colon and rectal cancer,Nested case-control study,Neuhouser 2015
724,21696,All,Colorectal cancer cases and their controls,United States,WHI-OS (Women's Health Initiative Observational Study),1976,988,988,"Plasma, fasting",Competitive protein-binding assay (CPBA),Folates,"",Colon and rectal cancer,Nested case-control study,Neuhouser 2015
725,21697,All,Colorectal cancer cases and their controls,China,SMHS (Shanghai Men’s Health Study),863,288,575,"Plasma, unspecified",Microbioassay (Lactobacillus casei),Folates,"",Colon and rectal cancer,Nested case-control study,Takata 2014
726,21698,All,Liver cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",198,95,103,"Serum, fasting",Radioimmunoassay (RIA),Folates,"",Liver cancer,Nested case-control study,Schwartz 2013
727,21699,All,Liver cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",198,95,103,"Serum, fasting",Radioimmunoassay (RIA),Vitamin B12,"",Liver cancer,Nested case-control study,Schwartz 2013
728,21700,All,Liver cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",198,95,103,"Serum, fasting",Tyrosine decarboxylase apoenzyme assay,Pyridoxal 5'-phosphate,"",Liver cancer,Nested case-control study,Schwartz 2013
729,21701,All,Liver cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",198,95,103,"Serum, fasting",HPLC,Riboflavin,"",Liver cancer,Nested case-control study,Schwartz 2013
730,21702,All,Prostate cancer cases and their controls,Norway,Janus Serum Bank,6000,3000,3000,"Serum, unspecified",HPLC after acid hydrolysis,Folates,"",Prostate cancer,Nested case-control study,de Vogel 2013
731,21703,All,Prostate cancer cases and their controls,Norway,Janus Serum Bank,6000,3000,3000,"Serum, unspecified",Microbioassay (Lactobacillus leichmanii),Vitamin B12,"",Prostate cancer,Nested case-control study,de Vogel 2013
732,21706,All,Hepatocellular carcinoma cases and their controls,China,SCS (Shanghai Cohort Study),928,297,631,"Serum, non-fasting",LC-MS/MS,Pyridoxal 5'-phosphate,"",Liver cancer,Nested case-control study,Butler 2013
733,21707,All,Breast carcinoma cases and their controls,United States,MEC (Multiethnic Cohort Study),1412,706,706,"Plasma, fasting and non-fasting",LC-MS/MS,Pyridoxal 5'-phosphate,"",Breast cancer,Nested case-control study,Lurie 2012
734,21708,All,Pancreatic cancer cases and their controls,United Kingdom,EPIC (European Prospective Investigation into Cancer and Nutrition),927,463,464,"Plasma, fasting and non-fasting",LC-MS/MS,Riboflavin,"",Pancreatic cancer,Nested case-control study,Chuang 2011
735,21709,All,Pancreatic cancer cases and their controls,United Kingdom,EPIC (European Prospective Investigation into Cancer and Nutrition),927,463,464,"Plasma, fasting and non-fasting",Microbioassay (Lactobacillus casei),Folates,"",Pancreatic cancer,Nested case-control study,Chuang 2011
736,21710,All,Pancreatic cancer cases and their controls,United Kingdom,EPIC (European Prospective Investigation into Cancer and Nutrition),927,463,464,"Plasma, fasting and non-fasting",Microbioassay (Lactobacillus leichmanii),Vitamin B12,"",Pancreatic cancer,Nested case-control study,Chuang 2011
737,21711,All,Lung cancer cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),2669,899,1770,"Serum, fasting and non-fasting",LC-MS/MS,Riboflavin,"",Lung cancer,Nested case-control study,Johansson 2010
738,21712,All,Lung cancer cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),2669,899,1770,"Serum, fasting and non-fasting",LC-MS/MS,Pyridoxal 5'-phosphate,"",Lung cancer,Nested case-control study,Johansson 2010
739,21713,All,Lung cancer cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),2669,899,1770,"Serum, fasting and non-fasting",Microbioassay (Lactobacillus casei),Folates,"",Lung cancer,Nested case-control study,Johansson 2010
740,21714,All,Lung cancer cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),2669,899,1770,"Serum, fasting and non-fasting",Microbioassay (Lactobacillus leichmanii),Vitamin B12,"",Lung cancer,Nested case-control study,Johansson 2010
741,21715,All,Colorectal cancer cases and their controls,Norway,EPIC (European Prospective Investigation into Cancer and Nutrition),3692,1367,2325,"Plasma, fasting and non-fasting",Microbioassay (Lactobacillus casei),Folates,"",Colon and rectal cancer,Nested case-control study,Eussen 2010
742,21716,All,Gastric cancer cases and their controls,Norway,EPIC (European Prospective Investigation into Cancer and Nutrition),836,235,601,"Plasma, fasting and non-fasting",LC-MS/MS,Riboflavin,"",Gastric and oesophageal cancer,Nested case-control study,Eussen 2010
743,21717,All,Gastric cancer cases and their controls,Norway,EPIC (European Prospective Investigation into Cancer and Nutrition),836,235,601,"Plasma, fasting and non-fasting",LC-MS/MS,Vitamin B6,4-Pyridoxic acid + Pyridoxal 5'-phosphate + Pyridoxal,Gastric and oesophageal cancer,Nested case-control study,Eussen 2010
744,21718,All,Gastric cancer cases and their controls,Norway,EPIC (European Prospective Investigation into Cancer and Nutrition),836,235,601,"Plasma, fasting and non-fasting",LC-MS/MS,Pyridoxal 5'-phosphate,"",Gastric and oesophageal cancer,Nested case-control study,Eussen 2010
745,21719,All,Breast cancer cases and their controls,Sweden,MDCS (Malmö Diet and Cancer Study),612,204,408,"Plasma, non-fasting",Enzyme immunoassay (EIA),Folates,"",Breast cancer,Nested case-control study,Ericson 2010
746,21720,All,Colorectal cancer cases and their controls,China,SWHS (Shanghai Women's Health Study),1491,303,1188,"Plasma, fasting and non-fasting",Microbioassay (Lactobacillus casei),Folates,"",Colon and rectal cancer,Nested case-control study,Shrubsole 2009
747,21721,All,Colorectal cancer cases and their controls,United States,PHS (Physicians' Health Study),568,197,371,"Plasma, fasting and non-fasting",Tyrosine decarboxylase apoenzyme assay,Pyridoxal 5'-phosphate,"",Colon and rectal cancer,Nested case-control study,Lee 2009
748,21722,All,Colorectal cancer cases and their controls,United States,MEC (Multiethnic Cohort Study),635,224,411,"Plasma, fasting",Radioimmunoassay (RIA),Folates,"",Colon and rectal cancer,Nested case-control study,Le Marchand 2009
749,21724,All,Colorectal cancer cases and their controls,United States,MEC (Multiethnic Cohort Study),635,224,411,"Plasma, fasting",Tyrosine decarboxylase apoenzyme assay,Pyridoxal 5'-phosphate,"",Colon and rectal cancer,Nested case-control study,Le Marchand 2009
750,21723,All,Colorectal cancer cases and their controls,United States,MEC (Multiethnic Cohort Study),635,224,411,"Plasma, fasting",Radioimmunoassay (RIA),Vitamin B12,"",Colon and rectal cancer,Nested case-control study,Le Marchand 2009
751,21725,All,Colorectal cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",550,275,275,"Serum, fasting",Competitive protein-binding assay (CPBA),Folates,"",Colon and rectal cancer,Nested case-control study,Weinstein 2008
752,21726,All,Colorectal cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",550,275,275,"Serum, fasting",Tyrosine decarboxylase apoenzyme assay,Pyridoxal 5'-phosphate,"",Colon and rectal cancer,Nested case-control study,Weinstein 2008
753,21727,All,Colorectal cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",550,275,275,"Serum, fasting",Competitive protein-binding assay (CPBA),Vitamin B12,"",Colon and rectal cancer,Nested case-control study,Weinstein 2008
754,21728,All,Colorectal cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",550,275,275,"Serum, fasting",HPLC,Riboflavin,"",Colon and rectal cancer,Nested case-control study,Weinstein 2008
763,21742,All,Oesophageal cancer cases and their controls,France,EPIC (European Prospective Investigation into Cancer and Nutrition),294,147,147,"Plasma, fasting and non-fasting",LC-MS,25-Hydroxycholecalciferol,"",Gastric and oesophageal cancer,Nested case-control study,Fanidi 2016
764,21744,All,Colorectal cancer cases and their controls,Japan,JPHC (Japan Public Health Center-based Prospective Study on Cancer and Cardiovascular Diseases),1125,375,750,"Plasma, fasting and non-fasting",Chemiluminescence immunoassay (CLIA),Folates,"",Colon and rectal cancer,Nested case-control study,Otani 2008
765,21747,All,Breast cancer cases and their controls,United States,WHS (Women’s Health Study),1696,848,848,"Plasma, fasting and non-fasting",Chemiluminescence immunoassay (CLIA),Folates,"",Breast cancer,Nested case-control study,Lin 2008
766,21749,All,Breast cancer cases and their controls,United States,WHS (Women’s Health Study),1696,848,848,"Plasma, fasting and non-fasting",Tyrosine decarboxylase apoenzyme assay,Pyridoxal 5'-phosphate,"",Breast cancer,Nested case-control study,Lin 2008
767,21748,All,Breast cancer cases and their controls,United States,WHS (Women’s Health Study),1696,848,848,"Plasma, fasting and non-fasting",Chemiluminescence immunoassay (CLIA),Vitamin B12,"",Breast cancer,Nested case-control study,Lin 2008
768,21750,All,Prostate cancer cases and their controls,Sweden,EPIC (European Prospective Investigation into Cancer and Nutrition),2043,869,1174,Serum or Plasma,Microbioassay (Lactobacillus casei),Folates,"",Prostate cancer,Nested case-control study,Johansson 2008
769,21751,All,Prostate cancer cases and their controls,Sweden,EPIC (European Prospective Investigation into Cancer and Nutrition),2043,869,1174,Serum or Plasma,Microbioassay (Lactobacillus leichmanii),Vitamin B12,"",Prostate cancer,Nested case-control study,Johansson 2008
770,21752,All,Gastric cancer cases and their controls,Norway,EPIC (European Prospective Investigation into Cancer and Nutrition),878,247,631,"Plasma, fasting and non-fasting",Microbioassay (Lactobacillus casei),Folates,"",Gastric and oesophageal cancer,Nested case-control study,Vollset 2007
771,21753,All,Gastric cancer cases and their controls,Norway,EPIC (European Prospective Investigation into Cancer and Nutrition),878,247,631,"Plasma, fasting and non-fasting",Microbioassay (Lactobacillus leichmanii),Vitamin B12,"",Gastric and oesophageal cancer,Nested case-control study,Vollset 2007
772,21754,All,Colorectal cancer cases and their controls,United States,NHS (Nurses' Health Study),544,194,350,"Plasma, fasting and non-fasting",Tyrosine decarboxylase apoenzyme assay,Pyridoxal 5'-phosphate,"",Colon and rectal cancer,Nested case-control study,Wei 2005
773,21755,All,Breast cancer cases and their controls,United States,NHS (Nurses' Health Study),1424,712,712,"Plasma, fasting and non-fasting",Competitive protein-binding assay (CPBA),Folates,"",Breast cancer,Nested case-control study,Zhang 2003
774,21757,All,Breast cancer cases and their controls,United States,NHS (Nurses' Health Study),1424,712,712,"Plasma, fasting and non-fasting",Tyrosine decarboxylase apoenzyme assay,Pyridoxal 5'-phosphate,"",Breast cancer,Nested case-control study,Zhang 2003
775,21756,All,Breast cancer cases and their controls,United States,NHS (Nurses' Health Study),1424,712,712,"Plasma, fasting and non-fasting",Competitive protein-binding assay (CPBA),Vitamin B12,"",Breast cancer,Nested case-control study,Zhang 2003
776,21758,All,Prostate cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",696,232,464,"Serum, fasting",Competitive protein-binding assay (CPBA),Folates,"",Prostate cancer,Nested case-control study,Weinstein 2003
777,21759,All,Prostate cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",696,232,464,"Serum, fasting",Competitive protein-binding assay (CPBA),Vitamin B12,"",Prostate cancer,Nested case-control study,Weinstein 2003
