ID,Excretion ID,Subject group,Population,Country,Cohort,Biomarker Time definition,Biospecimen,Analytical method,Biomarker,Biomarker detail,Arithmetic mean,Geometric mean,Median,Unit,Adjusted on,Reproducibility size,ICC,ICC 95% CI lower,ICC 95% CI upper,CV% WS,CV% BS,VAR WS,VAR BS,Publication
797,19731,Variability subgroup,Minority pregnant women in New York city,United States,CCCEH (Columbia Center for Children's Environmental Health),baseline; 2 weeks; 4 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono-n-butyl phthalate (MnBP),"",,,,ng/mL,,28,0.62,,,,,,,Adibi 2008
798,19732,Variability subgroup,Minority pregnant women in New York city,United States,CCCEH (Columbia Center for Children's Environmental Health),baseline; 2 weeks; 4 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono-isobutyl phthalate (MiBP),"",,,,ng/mL,,28,0.54,,,,,,,Adibi 2008
799,19733,Variability subgroup,Minority pregnant women in New York city,United States,CCCEH (Columbia Center for Children's Environmental Health),baseline; 2 weeks; 4 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono(3-carboxypropyl) phthalate (MCPP),"",,,,ng/mL,,28,0.44,,,,,,,Adibi 2008
800,19734,Variability subgroup,Minority pregnant women in New York city,United States,CCCEH (Columbia Center for Children's Environmental Health),baseline; 2 weeks; 4 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Monobenzyl phthalate (MBzP),"",,,,ng/mL,,28,0.66,,,,,,,Adibi 2008
801,19735,All,Adults from southern Germany,Germany,INES (Integrated Exposure Assessment Survey),baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days; 7 days,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono-n-butyl phthalate (MnBP),"",,,,ug/g,Creatinine,50,0.45,,,,,,,Fromme 2007
802,19736,All,Adults from southern Germany,Germany,INES (Integrated Exposure Assessment Survey),baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days; 7 days,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono-isobutyl phthalate (MiBP),"",,,,ug/g,Creatinine,50,0.44,,,,,,,Fromme 2007
803,19737,All,Adults from southern Germany,Germany,INES (Integrated Exposure Assessment Survey),baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days; 7 days,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Monobenzyl phthalate (MBzP),"",,,,ug/g,Creatinine,50,0.58,,,,,,,Fromme 2007
804,19738,All,Adults from southern Germany,Germany,INES (Integrated Exposure Assessment Survey),baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days; 7 days,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono(2-ethylhexyl) phthalate (MEHP),"",,,,ug/g,Creatinine,50,0.34,,,,,,,Fromme 2007
805,19739,All,Adults from southern Germany,Germany,INES (Integrated Exposure Assessment Survey),baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days; 7 days,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP),"",,,,ug/g,Creatinine,50,0.24,,,,,,,Fromme 2007
806,19740,All,Adults from southern Germany,Germany,INES (Integrated Exposure Assessment Survey),baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days; 7 days,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP),"",,,,ug/g,Creatinine,50,0.2,,,,,,,Fromme 2007
807,19741,All,Adults from southern Germany,Germany,INES (Integrated Exposure Assessment Survey),baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days; 7 days,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP),"",,,,ug/g,Creatinine,50,0.3,,,,,,,Fromme 2007
808,19742,All,Adults from southern Germany,Germany,INES (Integrated Exposure Assessment Survey),baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days; 7 days,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono(2-carboxymethylhexyl) phthalate (MCMHP),"",,,,ug/g,Creatinine,50,0.29,,,,,,,Fromme 2007
809,19743,All,Adults from southern Germany,Germany,INES (Integrated Exposure Assessment Survey),baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days; 7 days,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono-oxo-isononyl phthalate (oxo-MiNP),"",,,,ug/g,Creatinine,50,0.37,,,,,,,Fromme 2007
810,19744,All,Adults from southern Germany,Germany,INES (Integrated Exposure Assessment Survey),baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days; 7 days,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono-hydroxy-isononyl phthalate (OH-MiNP),"",,,,ug/g,Creatinine,50,0.4,,,,,,,Fromme 2007
855,20395,All,Couples seeking infertility evaluation and treatment at the Massachusetts General Hospital Fertility Center,United States,,baseline; 35 days; 70 days,"Urine, spot",LC-ID-MS/MS,Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP),"",,2.5,2.5,ng/mL,,269,0.08,0.04,0.16,,,,,Meeker 2012
856,20396,All,Couples seeking infertility evaluation and treatment at the Massachusetts General Hospital Fertility Center,United States,,baseline; 35 days; 70 days,"Urine, spot",LC-ID-MS/MS,Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP),"",,1.7,1.6,ng/mL,,269,0.1,0.05,0.17,,,,,Meeker 2012
857,20397,All,Couples seeking infertility evaluation and treatment at the Massachusetts General Hospital Fertility Center,United States,,baseline; 35 days; 70 days,"Urine, spot",LC-ID-MS/MS,Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP),"",,21.0,19.6,ng/mL,,269,0.15,0.1,0.23,,,,,Meeker 2012
858,20398,All,Couples seeking infertility evaluation and treatment at the Massachusetts General Hospital Fertility Center,United States,,baseline; 35 days; 70 days,"Urine, spot",LC-ID-MS/MS,Monoethyl phthalate (MEP),"",,81.6,69.5,ng/mL,,269,0.5,0.43,0.57,,,,,Meeker 2012
859,20399,All,Couples seeking infertility evaluation and treatment at the Massachusetts General Hospital Fertility Center,United States,,baseline; 35 days; 70 days,"Urine, spot",LC-ID-MS/MS,Mono(3-carboxypropyl) phthalate (MCPP),"",,1.1,1.3,ng/mL,,269,0.22,0.16,0.3,,,,,Meeker 2012
860,20400,All,Couples seeking infertility evaluation and treatment at the Massachusetts General Hospital Fertility Center,United States,,baseline; 35 days; 70 days,"Urine, spot",LC-ID-MS/MS,Mono-carboxy-isononyl phthalate (cx-MiNP),"",,1.3,1.2,ng/mL,,269,0.22,0.14,0.34,,,,,Meeker 2012
861,20401,All,Couples seeking infertility evaluation and treatment at the Massachusetts General Hospital Fertility Center,United States,,baseline; 35 days; 70 days,"Urine, spot",LC-ID-MS/MS,Mono(carboxy-isooctyl) phthalate (MCOP),"",,3.2,3.2,ng/mL,,269,0.13,0.06,0.25,,,,,Meeker 2012
862,20402,All,Couples seeking infertility evaluation and treatment at the Massachusetts General Hospital Fertility Center,United States,,baseline; 35 days; 70 days,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP),"",,32.4,32.3,ng/mL,,269,0.13,0.08,0.21,,,,,Meeker 2012
863,20403,All,Couples seeking infertility evaluation and treatment at the Massachusetts General Hospital Fertility Center,United States,,baseline; 35 days; 70 days,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP),"",,21.0,21.0,ng/mL,,269,0.14,0.09,0.21,,,,,Meeker 2012
864,20404,All,Couples seeking infertility evaluation and treatment at the Massachusetts General Hospital Fertility Center,United States,,baseline; 35 days; 70 days,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP),"",,50.2,47.5,ng/mL,,269,0.15,0.1,0.23,,,,,Meeker 2012
865,20405,All,Couples seeking infertility evaluation and treatment at the Massachusetts General Hospital Fertility Center,United States,,baseline; 35 days; 70 days,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Monoethyl phthalate (MEP),"",,111.0,96.2,ng/mL,,269,0.49,0.42,0.56,,,,,Meeker 2012
866,20406,All,Couples seeking infertility evaluation and treatment at the Massachusetts General Hospital Fertility Center,United States,,baseline; 35 days; 70 days,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(3-carboxypropyl) phthalate (MCPP),"",,2.1,2.2,ng/mL,,269,0.24,0.18,0.32,,,,,Meeker 2012
867,20407,All,Couples seeking infertility evaluation and treatment at the Massachusetts General Hospital Fertility Center,United States,,baseline; 35 days; 70 days,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono-carboxy-isononyl phthalate (cx-MiNP),"",,2.5,2.5,ng/mL,,269,0.23,0.14,0.34,,,,,Meeker 2012
868,20408,All,Couples seeking infertility evaluation and treatment at the Massachusetts General Hospital Fertility Center,United States,,baseline; 35 days; 70 days,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(carboxy-isooctyl) phthalate (MCOP),"",,7.0,6.4,ng/mL,,269,0.14,0.07,0.25,,,,,Meeker 2012
869,20409,All,Couples seeking infertility evaluation and treatment at the Massachusetts General Hospital Fertility Center,United States,,baseline; 35 days; 70 days,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(2-ethylhexyl) phthalate (MEHP),"",,5.3,4.8,ng/mL,,269,0.13,0.08,0.22,,,,,Meeker 2012
875,20421,All,Pregnant Mexican-Americans or Mexican immigrants living in the Salinas Valley,United States,CHAMACOS (Center for the Health Assessment of Mothers and Children of Salinas),baseline; 12 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Bisphenol A (BPA),"",,,,ug/L,,375,0.22,,,,,,,Quiros-Alcala 2013
876,20422,All,Pregnant Mexican-Americans or Mexican immigrants living in the Salinas Valley,United States,CHAMACOS (Center for the Health Assessment of Mothers and Children of Salinas),baseline; 12 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Bisphenol A (BPA),"",,,,ug/g,Creatinine,375,0.14,,,,,,,Quiros-Alcala 2013
877,20423,All,Pregnant Mexican-Americans or Mexican immigrants living in the Salinas Valley,United States,CHAMACOS (Center for the Health Assessment of Mothers and Children of Salinas),baseline; 12 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Bisphenol A (BPA),"",,,,ug/L,Specific gravity,375,0.16,,,,,,,Quiros-Alcala 2013
892,20475,All,Women,United States,,baseline; 1 day; 28 days; 29 days; 30 days; 31 days; 32 days; 33 days; 34 days,"Urine, first morning spot",LC-MS/MS after enzymatic hydrolysis,Monobenzyl phthalate (MBzP),"",,37.2,,ng/mL,,10,0.59,,,,,,,Marcus 2010
893,20476,All,Women,United States,,baseline; 1 day; 28 days; 29 days; 30 days; 31 days; 32 days; 33 days; 34 days,"Urine, first morning spot",LC-MS/MS after enzymatic hydrolysis,Mono(2-ethylhexyl) phthalate (MEHP),"",,9.4,,ng/mL,,10,0.58,,,,,,,Marcus 2010
894,20477,All,Women,United States,,baseline; 1 day; 28 days; 29 days; 30 days; 31 days; 32 days; 33 days; 34 days,"Urine, first morning spot",LC-MS/MS after enzymatic hydrolysis,Monoethyl phthalate (MEP),"",,122.0,,ng/mL,,10,0.68,,,,,,,Marcus 2010
895,20478,All,Women,United States,,baseline; 1 day; 28 days; 29 days; 30 days; 31 days; 32 days; 33 days; 34 days,"Urine, first morning spot",LC-MS/MS after enzymatic hydrolysis,Mono-n-butyl phthalate (MnBP),"",,85.5,,ng/mL,,10,0.4,,,,,,,Marcus 2010
896,20503,All,Women,United States,NHS (Nurses' Health Study),baseline; 2 years,"Urine, first morning spot",LC-ID-MS/MS after enzymatic hydrolysis,Phthalate metabolites,Monoethyl phthalate (MEP) + Monobenzyl phthalate (MBzP) + Mono-n-butyl phthalate (MnBP) + Mono-isobutyl phthalate (MiBP) + Mono(2-ethylhexyl) phthalate (MEHP) + Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP) + Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP) + Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP),,1681.3,1566.0,pmol/mg,Creatinine,40,0.4,0.18,0.66,,,0.41,0.27,Townsend 2013
897,20515,All,Nurses,United States,NHS (Nurses' Health Study),baseline; 2 years,"Urine, first morning spot",HPLC,Isothiocyanates,"",,,0.02,umol/mg,Creatinine,40,0.18,0.03,0.6,6.7,3.2,,,Kotsopoulos 2010
898,20516,All,Hawaii women,United States,Hawaii HPV Cohort,baseline; month 4; month 8; month 12,"Plasma, fasting",HPLC,Lycopenes,Lycopene + Dihydrolycopenes,302.0,,286.0,ng/mL,,381,0.48,,,,,0.005,0.005,Shvetsov 2009
899,8766,All,Women living in the Cambridge area,United Kingdom,,baseline; 1 week; 2 weeks; 3 weeks,"Plasma, fasting",HPLC,Lutein/Zeaxanthin,"",0.411,,,umol/L,,42,,,,27.6,35.3,,,Scott 1996
900,8771,All,Women living in the Cambridge area,United Kingdom,,baseline; 1 week; 2 weeks; 3 weeks,"Plasma, fasting",HPLC,Lycopene,"",0.32,,,umol/L,,42,,,,35.8,39.2,,,Scott 1996
901,8776,All,Women living in the Cambridge area,United Kingdom,,baseline; 1 week; 2 weeks; 3 weeks,"Plasma, fasting",HPLC,beta-Carotene,"",0.542,,,umol/L,,42,,,,35.7,44.2,,,Scott 1996
902,8674,All [by gender],Obese subjects with non-insulin-dependent diabetes mellitus participant in a study on weight loss,Netherlands,,baseline; 1 year; 2 years,"Adipose tissue (triglycerides), abdomen",GC-FID,EPA (cis-20:5n-3),"",0.09,,,percentRoot,,53,,,,18.0,42.0,,,Popp-Snijders 1995
903,8677,All [by gender],Obese subjects with non-insulin-dependent diabetes mellitus participant in a study on weight loss,Netherlands,,baseline; 1 year; 2 years,"Adipose tissue (triglycerides), abdomen",GC-FID,DHA (cis-22:6n-3),"",0.3,,,percentRoot,,53,,,,13.0,45.0,,,Popp-Snijders 1995
904,8669,All [by gender],Obese subjects with non-insulin-dependent diabetes mellitus participant in a study on weight loss,Netherlands,,baseline; 1 year; 2 years,"Adipose tissue (triglycerides), abdomen",GC-FID,Linoleic acid (LA; cis-18:2n-6),"",14.37,,,percentRoot,,53,,,,4.8,23.0,,,Popp-Snijders 1995
905,20518,All,Hmong women,United States,FRIENDS (Fox River Environment and Diet Study),baseline; 15 days; 29.5 days,"Urine, first morning spot",LC-ID-MS/MS after enzymatic hydrolysis,DEHP metabolites,Mono(2-ethylhexyl) phthalate (MEHP) + Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP) + Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP) + Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP),,67.3,68.9,ug/g,Creatinine,45,0.16,0.0,0.3,,,,,Peck 2010
906,20609,All,Free-living volunteers from the university campus area in Uppsala,Sweden,,baseline; 3 months,"Urine, 24-h",LC-MS,HHPAA sulfate,"",,,,not annotated,,59,0.01,0.0,1.0,,,,,Hanhineva 2015
907,20610,All,Free-living volunteers from the university campus area in Uppsala,Sweden,,baseline; 3 months,"Urine, 24-h",LC-MS,"3,5-DHPPA sulfate","",,,,not annotated,,59,0.41,0.23,0.55,,,,,Hanhineva 2015
908,20613,All,Free-living volunteers from the university campus area in Uppsala,Sweden,,baseline; 3 months,"Urine, 24-h",LC-MS,Pimelic acid,"",,,,not annotated,,59,0.44,0.25,0.8,,,,,Hanhineva 2015
909,20614,All,Free-living volunteers from the university campus area in Uppsala,Sweden,,baseline; 3 months,"Urine, 24-h",LC-MS,HHPAA,"",,,,not annotated,,59,0.04,0.0,0.98,,,,,Hanhineva 2015
910,20611,All,Free-living volunteers from the university campus area in Uppsala,Sweden,,baseline; 3 months,"Urine, 24-h",LC-MS,Caffeic acid sulfate,"",,,,not annotated,,59,0.39,0.2,0.62,,,,,Hanhineva 2015
911,20612,All,Free-living volunteers from the university campus area in Uppsala,Sweden,,baseline; 3 months,"Urine, 24-h",LC-MS,HPAA sulfate,"",,,,not annotated,,59,0.08,0.0,0.76,,,,,Hanhineva 2015
912,20725,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",baseline; 1 year,"Serum, non-fasting",Chromatography,Proline betaine,"",,,,not annotated,,502,0.35,,,,,,,Guertin 2014
913,20705,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",baseline; 1 year,"Serum, non-fasting",Chromatography,CMPF,"",,,,not annotated,,502,0.33,,,,,,,Guertin 2014
914,20718,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",baseline; 1 year,"Serum, non-fasting",Chromatography,Methyl palmitic acid,"",,,,not annotated,,502,0.62,,,,,,,Guertin 2014
915,20731,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",baseline; 1 year,"Serum, non-fasting",Chromatography,Tryptophan betaine,"",,,,not annotated,,502,0.74,,,,,,,Guertin 2014
916,20730,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",baseline; 1 year,"Serum, non-fasting",Chromatography,Trigonelline,"",,,,not annotated,,502,0.74,,,,,,,Guertin 2014
917,20704,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",baseline; 1 year,"Serum, non-fasting",Chromatography,16-Hydroxypalmitic acid,"",,,,not annotated,,502,0.42,,,,,,,Guertin 2014
918,20717,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",baseline; 1 year,"Serum, non-fasting",Chromatography,Ethyl glucuronide,"",,,,not annotated,,502,0.27,,,,,,,Guertin 2014
919,20722,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",baseline; 1 year,"Serum, non-fasting",Chromatography,Pantothenic acid,"",,,,not annotated,,502,0.89,,,,,,,Guertin 2014
920,22661,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",baseline; 1 year,"Serum, non-fasting",Chromatography,Indolepropionic acid,"",,,,not annotated,,502,0.81,,,,,,,Guertin 2014
921,22776,All,Free-living Swedish women and men,Sweden,,baseline; 2.5 months,"Urine, 24-h",GC-MS after enzymatic hydrolysis,"3,5-Dihydroxybenzoic acid","",,,,umol/day,,66,0.46,0.28,0.65,54.0,50.0,,,Marklund 2013
922,22777,All,Free-living Swedish women and men,Sweden,,baseline; 2.5 months,"Urine, first morning spot",GC-MS after enzymatic hydrolysis,"3,5-Dihydroxybenzoic acid","",,,,mmol/mol,Creatinine,66,0.32,0.15,0.56,67.0,47.0,,,Marklund 2013
923,22778,All,Free-living Swedish women and men,Sweden,,baseline; 2.5 months,"Urine, 24-h",GC-MS after enzymatic hydrolysis,"3,5-DHPPA","",,,,umol/day,,66,0.51,0.34,0.68,50.0,52.0,,,Marklund 2013
924,22779,All,Free-living Swedish women and men,Sweden,,baseline; 2.5 months,"Urine, first morning spot",GC-MS after enzymatic hydrolysis,"3,5-DHPPA","",,,,mmol/mol,Creatinine,66,0.37,0.19,0.59,64.0,50.0,,,Marklund 2013
925,22780,All,Free-living Swedish women and men,Sweden,,baseline; 2.5 months,"Urine, 24-h",GC-MS after enzymatic hydrolysis,Alkylresorcinol metabolites,"3,5-Dihydroxybenzoic acid + 3,5-DHPPA",,,,umol/day,,66,0.48,0.3,0.66,50.0,49.0,,,Marklund 2013
926,22781,All,Free-living Swedish women and men,Sweden,,baseline; 2.5 months,"Urine, first morning spot",GC-MS after enzymatic hydrolysis,Alkylresorcinol metabolites,"3,5-Dihydroxybenzoic acid + 3,5-DHPPA",,,,mmol/mol,Creatinine,66,0.36,0.19,0.58,62.0,47.0,,,Marklund 2013
