ID,Intake ID,Excretion ID,Subject group,Population,Country,Cohort,No. of subjects,Intake Assessment method,Intake,Intervention dose,Biospecimen,Analytical method,Biomarker,Structural identification,Feature selection,Area under curve,Sensitivity,Specificity,PLS-DA VIP,Beta coefficient,Beta coefficient p-value,ANOVA p-value,Publication
367,20878,20880,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),Whole-grain bread,,"Urine, first morning spot",LC-MS,2-Aminophenol sulfate,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
368,20878,20890,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),Whole-grain bread,,"Urine, first morning spot",LC-MS,HPAA glucuronide,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
369,20878,20887,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),Whole-grain bread,,"Urine, first morning spot",LC-MS,HHPAA,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
370,20878,20889,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),Whole-grain bread,,"Urine, first morning spot",LC-MS,HMBOA glucuronide,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
371,20878,20891,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),Whole-grain bread,,"Urine, first morning spot",LC-MS,HPAA,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
372,20878,20888,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),Whole-grain bread,,"Urine, first morning spot",LC-MS,HMBOA,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
373,20878,20883,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),Whole-grain bread,,"Urine, first morning spot",LC-MS,"3,5-DHPPA glucuronide","MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
374,20878,20881,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),Whole-grain bread,,"Urine, first morning spot",LC-MS,"3,5-Dihydroxyphenylethanol sulfate","MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
375,20878,20884,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),Whole-grain bread,,"Urine, first morning spot",LC-MS,"3,5-DHPPTA sulfate","MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
376,20878,20892,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),Whole-grain bread,,"Urine, first morning spot",LC-MS,Hydroxybenzoic acid glucuronide,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
377,20878,20885,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),Whole-grain bread,,"Urine, first morning spot",LC-MS,Dihydroferulic acid sulfate,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
378,20878,20886,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),Whole-grain bread,,"Urine, first morning spot",LC-MS,Enterolactone glucuronide,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level III.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
379,20878,20893,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),Whole-grain bread,,"Urine, first morning spot",LC-MS,Pyrraline,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level II.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
380,20878,20882,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),Whole-grain bread,,"Urine, first morning spot",LC-MS,Indole-3-carboxylic acid glucuronide,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level II.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
381,20878,20894,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),Whole-grain bread,,"Urine, first morning spot",LC-MS,Riboflavin,"MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level II.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
382,20878,20879,All,"Subjects classified as white bread consumers (WHB), whole-grain bread consumers (WGB), and bread non-consumers (NCB)",Spain,PREDIMED (Prevención con Dieta Mediterránea),155,Food Frequency Questionnaire (FFQ),Whole-grain bread,,"Urine, first morning spot",LC-MS,"2,8-Dihydroxyquinoline glucuronide","MS/MS fragmentation, searches in public databases (HMDB, LIPID MAPS, MetFrag) and litterature. Sumner level II.",OSC-PLS-DA (significant at VIP >= 1.5), , , ,,,,,Garcia-Aloy 2015
384,20562,20591,All,African American subjects,United States,ARIC (Atherosclerosis Risk in Communities),1500,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, fasting",Chromatography,7-Methylxanthine,Metabolon,Linear regression with Bonferroni correction (significant at p < 2.1x10-5), , , ,,0.1,1.21e-16,,Zheng 2014
385,20732,20747,High and low consumers,Subjects from the PhenoMeNEp substudy classified as coffee consumers and coffee non-consumers,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),39,Dietary record (1-day),Coffee,,"Urine, spot",LC-MS,Combined biomarker,"Comparison with standards, search in public databases and literature, in-silico metabolite prediction. Tentative identification.",1-way ANOVA with BH correction (significant at p < 0.05) ; OSC-PLS-DA (significant at VIP > 1),> 95.0, , ,,,,,Rothwell 2014
386,20866,20871,All,Subjects classified as SSBs consumers and SSBs non-consumers,Ireland,NANS (National Adult Nutrition Survey),565,Weighed Dietary record (4-day),Sugar-sweetened beverages,,"Urine, first morning spot",NMR,Combined biomarker,Addition of pure compound to urine sample. Confirmed.,Mann-Whitney U-test with Bonferroni correction (significant at p < 0.05),= 80.0,= 70.0,= 80.0,,,,,Gibbons 2015
387,20872,20873,All,Female volunteers fed a standard SSB,Ireland,,10,Intervention,Sugar-sweetened beverages,330-mL can of cola after a 7-day washout,"Urine, spot",NMR,Citrulline,Addition of pure compound to urine sample. Confirmed.,PCA ; OPLS-DA, , , ,,,,,Gibbons 2015
388,20872,20874,All,Female volunteers fed a standard SSB,Ireland,,10,Intervention,Sugar-sweetened beverages,330-mL can of cola after a 7-day washout,"Urine, spot",NMR,Formic acid,Addition of pure compound to urine sample. Confirmed.,PCA ; OPLS-DA, , , ,,,,,Gibbons 2015
389,20872,20875,All,Female volunteers fed a standard SSB,Ireland,,10,Intervention,Sugar-sweetened beverages,330-mL can of cola after a 7-day washout,"Urine, spot",NMR,Isocitric acid,Addition of pure compound to urine sample. Confirmed.,PCA ; OPLS-DA, , , ,,,,,Gibbons 2015
390,20872,20876,All,Female volunteers fed a standard SSB,Ireland,,10,Intervention,Sugar-sweetened beverages,330-mL can of cola after a 7-day washout,"Urine, spot",NMR,Taurine,Addition of pure compound to urine sample. Confirmed.,PCA ; OPLS-DA, , , ,,,,,Gibbons 2015
391,20699,20714,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),White rice,,"Serum, non-fasting",Chromatography,DHA (cis-22:6n-3),Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
392,20700,20704,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Beer,,"Serum, non-fasting",Chromatography,16-Hydroxypalmitic acid,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
393,20697,20704,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Alcoholic beverages,,"Serum, non-fasting",Chromatography,16-Hydroxypalmitic acid,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
394,20697,20715,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Alcoholic beverages,,"Serum, non-fasting",Chromatography,Eicosadienoic acid (cis-20:2n-6),Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
395,20697,20721,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Alcoholic beverages,,"Serum, non-fasting",Chromatography,Palmitoleic acid (cis-16:1n-7),Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
401,20697,20706,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Alcoholic beverages,,"Serum, non-fasting",Chromatography,"4-Androsten-3beta,17beta-diol disulfate 1",Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
402,20697,20708,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Alcoholic beverages,,"Serum, non-fasting",Chromatography,"5-alpha-Androstan-3beta,17beta-diol disulfate",Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
403,20697,20713,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Alcoholic beverages,,"Serum, non-fasting",Chromatography,cyclo(Leucyl-prolyl),Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
404,20697,20710,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Alcoholic beverages,,"Serum, non-fasting",Chromatography,Bilirubin isomer,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
409,20600,20604,All,"Volunteers fed a mixed-fruit meal (apple, orange, grape, grapefruit)",United Kingdom,,8,Intervention,Citrus fruits,"Mixed-fruit meal (apple, orange, grape, grapefruit), introduced on the evening of day 2 in addition to the standard dinner","Urine, spot",NMR,Tartaric acid,Not indicated,PLS-DA, , , ,,,,,Heinzmann 2010
410,20600,20605,All,"Volunteers fed a mixed-fruit meal (apple, orange, grape, grapefruit)",United Kingdom,,8,Intervention,Citrus fruits,"Mixed-fruit meal (apple, orange, grape, grapefruit), introduced on the evening of day 2 in addition to the standard dinner","Urine, spot",NMR,Hippuric acid,Not indicated,PLS-DA, , , ,,,,,Heinzmann 2010
412,20972,20973,All,Volunteers from the Frederiksberg University campus area in Copenhagen fed one of 9 test meals containing cabbage,Denmark,"OPUS (Optimal well-being, development and health for Danish children through a healthy New Nordic Diet)",17,Intervention,Cabbage-family vegetables,"Standardised breakfast, 3 test meals (pie, soup, barleyotto) each combined with 3 protein sources (meat, fish, vegetarian), standardised dinner","Urine, 24-h",LC-MS,N-Acetyl-S-(N-3-methylthiopropyl)cysteine,"MS/MS fragmentation of sample and standards, searches (m/z and RT) in public databases and literature. Sumner level III (comparison with similar compound class and literature).",PLS-DA ; Sensitivity and specificity analysis (significant at > 80%), , , ,,,,,Andersen 2013
413,20972,20974,All,Volunteers from the Frederiksberg University campus area in Copenhagen fed one of 9 test meals containing cabbage,Denmark,"OPUS (Optimal well-being, development and health for Danish children through a healthy New Nordic Diet)",17,Intervention,Cabbage-family vegetables,"Standardised breakfast, 3 test meals (pie, soup, barleyotto) each combined with 3 protein sources (meat, fish, vegetarian), standardised dinner","Urine, 24-h",LC-MS,N-Acetyl-S-(N-allylthiocarbamoyl)cysteine,"MS/MS fragmentation of sample and standards, searches (m/z and RT) in public databases and literature. Sumner level III (comparison with similar compound class and literature).",PLS-DA ; Sensitivity and specificity analysis (significant at > 80%), , , ,,,,,Andersen 2013
414,20972,20975,All,Volunteers from the Frederiksberg University campus area in Copenhagen fed one of 9 test meals containing cabbage,Denmark,"OPUS (Optimal well-being, development and health for Danish children through a healthy New Nordic Diet)",17,Intervention,Cabbage-family vegetables,"Standardised breakfast, 3 test meals (pie, soup, barleyotto) each combined with 3 protein sources (meat, fish, vegetarian), standardised dinner","Urine, 24-h",LC-MS,Iberin N-acetyl-cysteine,"MS/MS fragmentation of sample and standards, searches (m/z and RT) in public databases and literature. Sumner level III (comparison with similar compound class and literature).",PLS-DA ; Sensitivity and specificity analysis (significant at > 80%), , , ,,,,,Andersen 2013
415,20972,20976,All,Volunteers from the Frederiksberg University campus area in Copenhagen fed one of 9 test meals containing cabbage,Denmark,"OPUS (Optimal well-being, development and health for Danish children through a healthy New Nordic Diet)",17,Intervention,Cabbage-family vegetables,"Standardised breakfast, 3 test meals (pie, soup, barleyotto) each combined with 3 protein sources (meat, fish, vegetarian), standardised dinner","Urine, 24-h",LC-MS,4-Iminopentylisothiocyanate,"MS/MS fragmentation of sample and standards, searches (m/z and RT) in public databases and literature. Sumner level III (comparison with similar compound class and literature).",PLS-DA ; Sensitivity and specificity analysis (significant at > 80%), , , ,,,,,Andersen 2013
416,20972,20977,All,Volunteers from the Frederiksberg University campus area in Copenhagen fed one of 9 test meals containing cabbage,Denmark,"OPUS (Optimal well-being, development and health for Danish children through a healthy New Nordic Diet)",17,Intervention,Cabbage-family vegetables,"Standardised breakfast, 3 test meals (pie, soup, barleyotto) each combined with 3 protein sources (meat, fish, vegetarian), standardised dinner","Urine, 24-h",LC-MS,Erucin N-acetyl-cysteine,"MS/MS fragmentation of sample and standards, searches (m/z and RT) in public databases and literature. Sumner level III (comparison with similar compound class and literature).",PLS-DA ; Sensitivity and specificity analysis (significant at > 80%), , , ,,,,,Andersen 2013
417,20972,20980,All,Volunteers from the Frederiksberg University campus area in Copenhagen fed one of 9 test meals containing cabbage,Denmark,"OPUS (Optimal well-being, development and health for Danish children through a healthy New Nordic Diet)",17,Intervention,Cabbage-family vegetables,"Standardised breakfast, 3 test meals (pie, soup, barleyotto) each combined with 3 protein sources (meat, fish, vegetarian), standardised dinner","Urine, 24-h",LC-MS,Sulforaphane N-cysteine,"MS/MS fragmentation of sample and standards, searches (m/z and RT) in public databases and literature. Sumner level III (comparison with similar compound class and literature).",PLS-DA ; Sensitivity and specificity analysis (significant at > 80%), , , ,,,,,Andersen 2013
418,20981,20982,All,Volunteers from the Frederiksberg University campus area in Copenhagen fed one of 9 test meals containing cabbage,Denmark,"OPUS (Optimal well-being, development and health for Danish children through a healthy New Nordic Diet)",17,Intervention,Fish,"Standardised breakfast, 3 test meals (pie, soup, barleyotto) each combined with 3 protein sources (meat, fish, vegetarian), standardised dinner","Urine, 24-h",LC-MS,Trimethylamine N-oxide,"MS/MS fragmentation of sample and standards, searches (m/z and RT) in public databases and literature. Sumner level I (match with authentic standard).",PLS-DA ; Sensitivity and specificity analysis (significant at > 80%), , , ,,,,,Andersen 2013
419,20972,20979,All,Volunteers from the Frederiksberg University campus area in Copenhagen fed one of 9 test meals containing cabbage,Denmark,"OPUS (Optimal well-being, development and health for Danish children through a healthy New Nordic Diet)",17,Intervention,Cabbage-family vegetables,"Standardised breakfast, 3 test meals (pie, soup, barleyotto) each combined with 3 protein sources (meat, fish, vegetarian), standardised dinner","Urine, 24-h",LC-MS,Sulforaphane N-acetyl-cysteine,"MS/MS fragmentation of sample and standards, searches (m/z and RT) in public databases and literature. Sumner level I (match with authentic standard).",PLS-DA ; Sensitivity and specificity analysis (significant at > 80%), , , ,,,,,Andersen 2013
420,20972,20978,All,Volunteers from the Frederiksberg University campus area in Copenhagen fed one of 9 test meals containing cabbage,Denmark,"OPUS (Optimal well-being, development and health for Danish children through a healthy New Nordic Diet)",17,Intervention,Cabbage-family vegetables,"Standardised breakfast, 3 test meals (pie, soup, barleyotto) each combined with 3 protein sources (meat, fish, vegetarian), standardised dinner","Urine, 24-h",LC-MS,N-Acetyl-(N'-benzylthiocarbamoyl)-cysteine,"MS/MS fragmentation of sample and standards, searches (m/z and RT) in public databases and literature. Sumner level I (match with authentic standard).",PLS-DA ; Sensitivity and specificity analysis (significant at > 80%), , , ,,,,,Andersen 2013
421,20843,20991,All,"Participants randomly assigned to 3 parallel interventions (healthy diet (HD), whole-grain-enriched diet (WGED), control diet) during 12 weeks",Finland,Sysdimet-HealthGrain intervention,106,Dietary record (4-day),Whole grain cereals,,"Plasma, fasting",LC-MS,Pipecolic acid betaine,"MS/MS spectral comparison of pure standards, search in public databases (HMDB, Metlin, ChemSpider, SciFinder) and literature. Identification by comparison with literature.",Student's t-test with BH correction (significant at Pcorr < 0.05) ; PLS-DA, , , ,,,,,Hanhineva 2015
428,20525,21058,All,Volunteers from Newcastle University,United Kingdom,MEDE (MEtabolomics to characterise Dietary Exposure),12,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Urine, overnight",Mass spectrometry (MS),3-Hydroxyproline betaine,"Accurate masses queried against MZedDB, fragmentation analysis (FT-ICR-MS and FIE-MS/MS) of commercial standards. Match with 4-hydroxyproline betaine standard.",Random forest (significant at IS > 0.002) ; ROC (significant at AUC > 0.90) ; Welch's t-test with p-value correction (significant at p < 1x10-5), , , ,,,,,Lloyd 2011
429,20525,21059,All,Volunteers from Newcastle University,United Kingdom,MEDE (MEtabolomics to characterise Dietary Exposure),12,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Urine, overnight",Mass spectrometry (MS),4-Hydroxyproline betaine,"Accurate masses queried against MZedDB, fragmentation analysis (FT-ICR-MS and FIE-MS/MS) of commercial standards. Match with 4-hydroxyproline betaine standard.",Random forest (significant at IS > 0.002) ; ROC (significant at AUC > 0.90) ; Welch's t-test with p-value correction (significant at p < 1x10-5), , , ,,,,,Lloyd 2011
430,20528,21060,All,Volunteers fed a standardized test breakfast containing orange juice,United Kingdom,MEDE (MEtabolomics to characterise Dietary Exposure),12,Intervention,Orange juice,Standardized test breakfast containing 200 ml orange juice,"Urine, spot",Mass spectrometry (MS),4-Hydroxyproline betaine,"Accurate masses queried against MZedDB, fragmentation analysis (FT-ICR-MS and FIE-MS/MS) of commercial standards. Match with 4-hydroxyproline betaine standard.",Random forest (significant at IS > 0.002) ; ROC (significant at AUC > 0.90) ; Welch's t-test with p-value correction (significant at p < 1x10-5), , , ,,,,,Lloyd 2011
431,20528,21061,All,Volunteers fed a standardized test breakfast containing orange juice,United Kingdom,MEDE (MEtabolomics to characterise Dietary Exposure),12,Intervention,Orange juice,Standardized test breakfast containing 200 ml orange juice,"Urine, spot",Mass spectrometry (MS),3-Hydroxyproline betaine,"Accurate masses queried against MZedDB, fragmentation analysis (FT-ICR-MS and FIE-MS/MS) of commercial standards. Match with 4-hydroxyproline betaine standard.",Random forest (significant at IS > 0.002) ; ROC (significant at AUC > 0.90) ; Welch's t-test with p-value correction (significant at p < 1x10-5), , , ,,,,,Lloyd 2011
432,20528,21062,All,Volunteers fed a standardized test breakfast containing orange juice,United Kingdom,MEDE (MEtabolomics to characterise Dietary Exposure),12,Intervention,Orange juice,Standardized test breakfast containing 200 ml orange juice,"Urine, spot",Mass spectrometry (MS),Proline betaine glucuronide,"Accurate masses queried against MZedDB, fragmentation analysis (FT-ICR-MS and FIE-MS/MS) of commercial standards. Match with proline betaine standard.",Random forest (significant at IS > 0.002) ; ROC (significant at AUC > 0.90) ; Welch's t-test with p-value correction (significant at p < 1x10-5), , , ,,,,,Lloyd 2011
433,20528,21063,All,Volunteers fed a standardized test breakfast containing orange juice,United Kingdom,MEDE (MEtabolomics to characterise Dietary Exposure),12,Intervention,Orange juice,Standardized test breakfast containing 200 ml orange juice,"Urine, spot",Mass spectrometry (MS),Proline betaine sulfate,"Accurate masses queried against MZedDB, fragmentation analysis (FT-ICR-MS and FIE-MS/MS) of commercial standards. Match with proline betaine standard.",Random forest (significant at IS > 0.002) ; ROC (significant at AUC > 0.90) ; Welch's t-test with p-value correction (significant at p < 1x10-5), , , ,,,,,Lloyd 2011
434,22848,22854,All,Meat and fish consumers,France,EPIC (European Prospective Investigation into Cancer and Nutrition),46,24-h Dietary recall (1-day),Chicken,,"Urine, 24-h",LC-MS,Anserine,Matches on retention time and accurate mass by using MassHunter,Welch's t-test with p-value correction (significant at p < 0.05), , , ,,,,,Cheung 2017
435,22849,22859,All,Meat and fish consumers,France,EPIC (European Prospective Investigation into Cancer and Nutrition),46,24-h Dietary recall (1-day),Fish,,"Urine, 24-h",LC-MS,Trimethylamine N-oxide,Matches on retention time and accurate mass by using MassHunter,Welch's t-test with p-value correction (significant at p < 0.05), , , ,,,,,Cheung 2017
436,22850,22855,All,Meat and fish consumers,France,EPIC (European Prospective Investigation into Cancer and Nutrition),46,24-h Dietary recall (1-day),Meat,,"Urine, 24-h",LC-MS,Carnosine,Matches on retention time and accurate mass by using MassHunter,Welch's t-test with p-value correction (significant at p < 0.05), , , ,,,,,Cheung 2017
437,22851,22856,All,Meat and fish consumers,France,EPIC (European Prospective Investigation into Cancer and Nutrition),46,24-h Dietary recall (1-day),Fish + Meat,,"Urine, 24-h",LC-MS,Acetylcarnitine,Matches on retention time and accurate mass by using MassHunter,Welch's t-test with p-value correction (significant at p < 0.05), , , ,,,,,Cheung 2017
438,22851,22857,All,Meat and fish consumers,France,EPIC (European Prospective Investigation into Cancer and Nutrition),46,24-h Dietary recall (1-day),Fish + Meat,,"Urine, 24-h",LC-MS,Propionylcarnitine,Matches on retention time and accurate mass by using MassHunter,Welch's t-test with p-value correction (significant at p < 0.05), , , ,,,,,Cheung 2017
439,22851,22858,All,Meat and fish consumers,France,EPIC (European Prospective Investigation into Cancer and Nutrition),46,24-h Dietary recall (1-day),Fish + Meat,,"Urine, 24-h",LC-MS,2-Methylbutyrylcarnitine,Matches on retention time and accurate mass by using MassHunter,Welch's t-test with p-value correction (significant at p < 0.05), , , ,,,,,Cheung 2017
441,22860,22861,All,Participants in a food intake study fed increasing amounts of chicken,Ireland,,10,Intervention,Chicken,"At breakfast (08:00), lunch (12:00), and dinner (19:00) for 3 days (days 1, 2, and 3) during 1 week; repeated for 3 weeks (weeks 1, 2, and 3).","Urine, spot",NMR,Guanidineacetic acid,Match with guanidoacetate standard.,PCA; PLS-DA; O-PLS-DA, , , ,,,,,Yin 2017
442,22863,22864,All,"Volunteers fed different diets containing either pork, salami, hot dogs/frankfurter sausage, bacon, or tofu",France,,12,Intervention,Processed meat,"Randomized order of 5 different intervention diets containing either pork (135 g, fried), salami (67 g), hot dogs/frankfurter sausage (107 g, heated), bacon (104 g, fried), or tofu (178 g) for dinner on day 1 and lunch and dinner on days 2 and 3.","Urine, 12-h",LC-MS,Syringol sulfate,Matched with standard,Student's t-test with BH correction (significant at Pcorr < 0.05), , , ,,,,,Wedekind 2019
443,22863,22865,All,"Volunteers fed different diets containing either pork, salami, hot dogs/frankfurter sausage, bacon, or tofu",France,,12,Intervention,Processed meat,"Randomized order of 5 different intervention diets containing either pork (135 g, fried), salami (67 g), hot dogs/frankfurter sausage (107 g, heated), bacon (104 g, fried), or tofu (178 g) for dinner on day 1 and lunch and dinner on days 2 and 3.","Urine, 12-h",LC-MS,4-Methylsyringol sulfate,Matched with standard,Student's t-test with BH correction (significant at Pcorr < 0.05), , , ,,,,,Wedekind 2019
444,22863,22866,All,"Volunteers fed different diets containing either pork, salami, hot dogs/frankfurter sausage, bacon, or tofu",France,,12,Intervention,Processed meat,"Randomized order of 5 different intervention diets containing either pork (135 g, fried), salami (67 g), hot dogs/frankfurter sausage (107 g, heated), bacon (104 g, fried), or tofu (178 g) for dinner on day 1 and lunch and dinner on days 2 and 3.","Urine, 12-h",LC-MS,4-Ethylsyringol sulfate,Matched exact mass in publicly available databases (HMDB or METLIN),Student's t-test with BH correction (significant at Pcorr < 0.05), , , ,,,,,Wedekind 2019
