"accession","InChIKey","Name","PrecursorMZ","Ion_mode"
"MSBNK-Eawag-EA280960","LKJPYSCBVHEWIU-KRWDZBQOSA-N","Bicalutamide","429.0538","NEGATIVE"
"MSBNK-Eawag-EA271352","YPJUNDFVDDCYIH-UHFFFAOYSA-N","Perfluorobutyric acid","212.9792","NEGATIVE"
"MSBNK-Eawag-EQ417951","WOXWIWNBIJDJHI-UHFFFAOYSA-N","Metolachlor-TP NOA413173","328.086","NEGATIVE"
"MSBNK-Eawag-EA020451","TXCGAZHTZHNUAI-UHFFFAOYSA-N","Clofibric acid","213.0324","NEGATIVE"
"MSBNK-Eawag-EA280453","HTQMVQVXFRQIKW-UHFFFAOYSA-N","Candesartan","439.1524","NEGATIVE"
"MSBNK-Eawag-EA032658","NXTDJHZGHOFSQG-UHFFFAOYSA-N","3-Phenoxybenzoic acid","213.0557","NEGATIVE"
"MSBNK-Eawag-EA025754","OWZPCEFYPSAJFR-UHFFFAOYSA-N","Dinoseb","239.0673","NEGATIVE"
"MSBNK-Eawag-EQ337557","YEDUAINPPJYDJZ-UHFFFAOYSA-N","2-Hydroxybenzothiazole","150.0019","NEGATIVE"
"MSBNK-Eawag-EQ434054","XERUIVSANADXCP-UHFFFAOYSA-N","Chlorothalonil TP SYN548580","280.9293","NEGATIVE"
"MSBNK-Eawag-EA025357","ZOMSMJKLGFBRBS-UHFFFAOYSA-N","Bentazone","239.0496","NEGATIVE"
"MSBNK-Eawag-EA281358","HCAJEUSONLESMK-UHFFFAOYSA-N","Cyclamate","178.0543","NEGATIVE"
"MSBNK-Eawag-EA285951","TUZYXOIXSAXUGO-PZAWKZKUSA-N","Pravastatin","423.2388","NEGATIVE"
"MSBNK-Eawag-EA255561","DHSUYTOATWAVLW-WFVMDLQDSA-N","Cilastatin","357.149","NEGATIVE"
"MSBNK-Eawag-EA032864","RFHAOTPXVQNOHP-UHFFFAOYSA-N","Fluconazole","305.0968","NEGATIVE"
"MSBNK-Eawag-EQ329254","XPOQHMRABVBWPR-ZDUSSCGKSA-N","Efavirenz","314.0201","NEGATIVE"
"MSBNK-Eawag-EQ312153","XRECTZIEBJDKEO-UHFFFAOYSA-N","Flucytosine (5-FC)","128.0266","NEGATIVE"
"MSBNK-Eawag-EQ361851","LMYRWZFENFIFIT-UHFFFAOYSA-N","4-Toluenesulfonamide","170.0281","NEGATIVE"
"MSBNK-Eawag-EQ316555","CTTHWASMBLQOFR-UHFFFAOYSA-N","Amidosulfuron","368.034","NEGATIVE"
"MSBNK-Eawag-EQ369952","ZWWRREXSUJTKNN-UHFFFAOYSA-N","2-(3-Hydroxycyclohexyl)-5-(2-methyl-2-octanyl)phenol","317.2486","NEGATIVE"
"MSBNK-Eawag-EA066559","BFSZJLBDHMMCAH-UHFFFAOYSA-N","Propachlor ESA","256.0649","NEGATIVE"
"MSBNK-Eawag-EQ314751","VLJNHYLEOZPXFW-UHFFFAOYSA-N","Prolinamide","113.072","NEGATIVE"
"MSBNK-Eawag-EA291961","AYLOUUCBACYHAB-UHFFFAOYSA-N","Perfluorooctane sulfonamidoacetic acid","555.9517","NEGATIVE"
"MSBNK-Eawag-EA260354","SDUQYLNIPVEERB-QPPQHZFASA-N","Gemcitabine","262.0645","NEGATIVE"
"MSBNK-Eawag-EA292456","FZTRDYSPWWJCOF-UHFFFAOYSA-N","Perfluorooctyl phosphate","442.9723","NEGATIVE"
"MSBNK-Eawag-EA066863","YQIXRXMOJFQVBV-UHFFFAOYSA-N","Simazine-2-hydroxy","182.1047","NEGATIVE"
"MSBNK-Eawag-EQ369054","SBDNJUWAMKYJOX-UHFFFAOYSA-N","Meclofenamic Acid","294.0094","NEGATIVE"
"MSBNK-Eawag-EA293962","NUPJIGQFXCQJBK-UHFFFAOYSA-N","Imazamox","304.1303","NEGATIVE"
"MSBNK-Eawag-EQ310653","XQSPYNMVSIKCOC-NTSWFWBYSA-N","Emtricitabine","246.0354","NEGATIVE"
"MSBNK-Eawag-EQ357053","VCKAUONIDRWIGP-UHFFFAOYSA-N","10phiC10SPC","327.1272","NEGATIVE"
"MSBNK-Eawag-EQ310556","SGOIRFVFHAKUTI-ZCFIWIBFSA-N","Tenofovir","286.0711","NEGATIVE"
"MSBNK-Eawag-EQ302153","LPEPZBJOKDYZAD-UHFFFAOYSA-N","Flufenamic acid","280.0591","NEGATIVE"
"MSBNK-Eawag-EQ418458","RLOHOBNEYHBZID-UHFFFAOYSA-N","Fluxapyroxad (BAS 700 F)-TP CSAA798670","175.0325","NEGATIVE"
"MSBNK-Eawag-EA012851","RSMUVYRMZCOLBH-UHFFFAOYSA-N","Metsulfuron-methyl","380.067","NEGATIVE"
"MSBNK-Eawag-EA280252","BPRHUIZQVSMCRT-VEUZHWNKSA-N","Rosuvastatin","480.161","NEGATIVE"
"MSBNK-Eawag-EA026553","LNOOSYCKMKZOJB-UHFFFAOYSA-N","Metolachlor OXA","278.1398","NEGATIVE"
"MSBNK-Eawag-EQ360553","YCMLQMDWSXFTIF-UHFFFAOYSA-N","2-Toluenesulfonamide","170.0281","NEGATIVE"
"MSBNK-Eawag-EA026757","OVSKIKFHRZPJSS-UHFFFAOYSA-N","2,4-D","218.9621","NEGATIVE"
"MSBNK-Eawag-EQ328453","AZFLJNIPTRTECV-FUMNGEBKSA-N","Dienogest","310.1813","NEGATIVE"
"MSBNK-Eawag-EQ360855","AKPLHCDWDRPJGD-UHFFFAOYSA-N","Nordiazepam","269.0487","NEGATIVE"
"MSBNK-Eawag-EA274353","ADIMAYPTOBDMTL-UHFFFAOYSA-N","Oxazepam","285.0436","NEGATIVE"
"MSBNK-Eawag-EA027061","MZHCENGPTKEIGP-UHFFFAOYSA-N","Dichlorprop","232.9778","NEGATIVE"
"MSBNK-Eawag-EQ314054","VQOXZBDYSJBXMA-NQTDYLQESA-N","Nystatin","924.4962","NEGATIVE"
"MSBNK-Eawag-EQ014258","RUOTUMSRCIMLJK-UHFFFAOYSA-N","Propazine-2-hydroxy","210.136","NEGATIVE"
"MSBNK-Eawag-EQ410858","DTQVDTLACAAQTR-UHFFFAOYSA-N","Trifluoroacetic acid","112.9856","NEGATIVE"
"MSBNK-Eawag-EA065262","HVBSAKJJOYLTQU-UHFFFAOYSA-N","Sulfanilic acid","172.0074","NEGATIVE"
"MSBNK-Eawag-EA026158","WHKUVVPPKQRRBV-UHFFFAOYSA-N","MCPA","199.0167","NEGATIVE"
"MSBNK-Eawag-EQ321155","NQPDXQQQCQDHHW-UHFFFAOYSA-N","Triclabendazole","356.9428","NEGATIVE"
"MSBNK-Eawag-EQ361753","BUCORZSTKDOEKQ-UHFFFAOYSA-N","Chlordiazepoxide","298.0753","NEGATIVE"
"MSBNK-Eawag-EQ420651","RXDBSQXFIWBJSR-UHFFFAOYSA-N","Azole-TP 1,2,4 triazole acetic acid","126.0309","NEGATIVE"
"MSBNK-Eawag-EA005857","VHCNQEUWZYOAEV-UHFFFAOYSA-N","Metamitron","201.0782","NEGATIVE"
"MSBNK-Eawag-EA274356","ADIMAYPTOBDMTL-UHFFFAOYSA-N","Oxazepam","285.0436","NEGATIVE"
"MSBNK-Eawag-EA026655","CTSLUCNDVMMDHG-UHFFFAOYSA-N","Bromacil","259.0088","NEGATIVE"
"MSBNK-Eawag-EQ417158","NLCNUAPJCIAONV-UHFFFAOYSA-N","Chlorothalonil-TP R471811","344.8912","NEGATIVE"
"MSBNK-Eawag-EQ304552","GGWHBJGBERXSLL-NBVRZTHBSA-N","Cycloxydim","324.1639","NEGATIVE"
"MSBNK-Eawag-EQ360053","NYRMIJKDBAQCHC-UHFFFAOYSA-N","Flurtamone","332.0904","NEGATIVE"
"MSBNK-Eawag-EA065358","KVBGVZZKJNLNJU-UHFFFAOYSA-N","2-Naphthalenesulfonic acid","207.0121","NEGATIVE"
"MSBNK-Eawag-EQ348754","VWGAYSCWLXQJBQ-UHFFFAOYSA-N","Iodosulfuron-methyl","505.9637","NEGATIVE"
"MSBNK-Eawag-EA029655","QCDQDISRALTLNQ-UHFFFAOYSA-N","N,N-Dimethyl-N'-phenylsulfamide","199.0547","NEGATIVE"
"MSBNK-Eawag-EQ339957","LLIKIPAUZJTRGB-UHFFFAOYSA-N","Amisulpride N-Oxide","384.1599","NEGATIVE"
"MSBNK-Eawag-EA065351","KVBGVZZKJNLNJU-UHFFFAOYSA-N","2-Naphthalenesulfonic acid","207.0121","NEGATIVE"
"MSBNK-Eawag-EA032857","RFHAOTPXVQNOHP-UHFFFAOYSA-N","Fluconazole","305.0968","NEGATIVE"
"MSBNK-Eawag-EA256654","GHASVSINZRGABV-UHFFFAOYSA-N","5-Fluorouracil","129.0106","NEGATIVE"
"MSBNK-Eawag-EQ309154","JFIXKFSJCQNGEK-UHFFFAOYSA-N","Coumafuryl","297.0768","NEGATIVE"
"MSBNK-Eawag-EQ315654","DYHSDKLCOJIUFX-UHFFFAOYSA-N","Di-tert-butyl dicarbonate","217.1081","NEGATIVE"
"MSBNK-Eawag-EA281554","HLIAVLHNDJUHFG-HOTGVXAUSA-N","Neotame","377.2082","NEGATIVE"
"MSBNK-Eawag-EA273258","BKOBFLVYTXYFQZ-OWOJBTEDSA-N","6:2 fluorotelomer unsaturated carboxylic acid","356.979","NEGATIVE"
"MSBNK-Eawag-EQ364759","CLSJYOLYMZNKJB-UHFFFAOYSA-N","Albendazole sulfone","296.0711","NEGATIVE"
"MSBNK-Eawag-EA066361","SZCMHDLOUVZYST-UHFFFAOYSA-N","Flufenacet ESA","274.0555","NEGATIVE"
"MSBNK-Eawag-EQ284256","BOFQWVMAQOTZIW-UHFFFAOYSA-N","Deferasirox","372.099","NEGATIVE"
"MSBNK-Eawag-EQ302754","BGRJTUBHPOOWDU-UHFFFAOYSA-N","Sulpiride","340.1337","NEGATIVE"
"MSBNK-Eawag-EQ417051","WFTHOCDLKYPFJX-UHFFFAOYSA-N","Metalaxyl-M-TP CGA108906","294.0983","NEGATIVE"
"MSBNK-Eawag-EA008764","NRXQIUSYPAHGNM-UHFFFAOYSA-N","Ioxynil","369.8231","NEGATIVE"
"MSBNK-Eawag-EA018356","ZZORFUFYDOWNEF-UHFFFAOYSA-N","Sulfadimethoxine","309.0663","NEGATIVE"
"MSBNK-Eawag-EQ434059","XERUIVSANADXCP-UHFFFAOYSA-N","Chlorothalonil TP SYN548580","280.9293","NEGATIVE"
"MSBNK-Eawag-EA012858","RSMUVYRMZCOLBH-UHFFFAOYSA-N","Metsulfuron-methyl","380.067","NEGATIVE"
"MSBNK-Eawag-EQ301156","BZKPWHYZMXOIDC-UHFFFAOYSA-N","Acetazolamide","220.9809","NEGATIVE"
"MSBNK-Eawag-EA266756","LGHZJDKSVUTELU-UHFFFAOYSA-N","Fipronil-sulfone","450.9263","NEGATIVE"
"MSBNK-Eawag-EQ368352","KJONHKAYOJNZEC-UHFFFAOYSA-N","Nitrazepam","280.0728","NEGATIVE"
"MSBNK-Eawag-EQ312752","IMWZZHHPURKASS-UHFFFAOYSA-N","Metaxalone","220.0979","NEGATIVE"
"MSBNK-Eawag-EA050261","CIGKZVUEZXGYSV-UHFFFAOYSA-N","Metolachlor ESA","328.1224","NEGATIVE"
"MSBNK-Eawag-EA069853","FEWPCPCEGBPTAL-UHFFFAOYSA-N","Chloridazone-desphenyl","143.997","NEGATIVE"
"MSBNK-Eawag-EQ279151","CMGDVUCDZOBDNL-UHFFFAOYSA-N","1H-Benzotriazole, 4(or 5)-methyl-","132.0567","NEGATIVE"
"MSBNK-Eawag-EQ317656","HHUQPWODPBDTLI-UHFFFAOYSA-N","Prothioconazole-desethio","310.0519","NEGATIVE"
"MSBNK-Eawag-EA285959","TUZYXOIXSAXUGO-PZAWKZKUSA-N","Pravastatin","423.2388","NEGATIVE"
"MSBNK-Eawag-EQ418351","IGQNDARULCASRN-UHFFFAOYSA-N","Fluxapyroxad (BAS 700 F)-TP CSCD465008","161.0168","NEGATIVE"
"MSBNK-Eawag-EQ411452","JNMMKKYUIIQPDG-UHFFFAOYSA-N","Chlorothalonil-TP R417888","326.8806","NEGATIVE"
"MSBNK-Eawag-EQ309152","JFIXKFSJCQNGEK-UHFFFAOYSA-N","Coumafuryl","297.0768","NEGATIVE"
"MSBNK-Eawag-EA280263","BPRHUIZQVSMCRT-VEUZHWNKSA-N","Rosuvastatin","480.161","NEGATIVE"
"MSBNK-Eawag-EA264962","FIRDBEQIJQERSE-QPPQHZFASA-N","2',2'-Difluoro-2'-deoxyuridine","263.0485","NEGATIVE"
"MSBNK-Eawag-EQ313756","MJIHNNLFOKEZEW-UHFFFAOYSA-N","Lansoprazole","368.0686","NEGATIVE"
"MSBNK-Eawag-EQ363453","OTVAEFIXJLOWRX-UHFFFAOYSA-N","Thiamphenicol","353.9975","NEGATIVE"
"MSBNK-Eawag-EQ360458","NZYQPWCHQXECMD-UHFFFAOYSA-N","Profoxydim","464.1668","NEGATIVE"
"MSBNK-Eawag-EA034756","OYTCZOJKXCTBHG-UHFFFAOYSA-N","Terbutylazine-2-hydroxy","210.136","NEGATIVE"
"MSBNK-Eawag-EQ372251","AQIXAKUUQRKLND-UHFFFAOYSA-N","Cimetidine","251.1084","NEGATIVE"
"MSBNK-Eawag-EQ318451","GUOVBFFLXKJFEE-UHFFFAOYSA-N","1H-Benzotriazole-5-carboxylic acid","162.0309","NEGATIVE"
"MSBNK-Eawag-EA027760","GCKLGRUZDXSATG-UHFFFAOYSA-N","Atrazine-desethyl-2-hydroxy","168.0891","NEGATIVE"
"MSBNK-Eawag-EA030860","WNTGYJSOUMFZEP-UHFFFAOYSA-N","Mecoprop","213.0324","NEGATIVE"
"MSBNK-Eawag-EA002452","UPMXNNIRAGDFEH-UHFFFAOYSA-N","Bromoxynil","273.8509","NEGATIVE"
"MSBNK-Eawag-EA280863","HPNSFSBZBAHARI-RUDMXATFSA-N","Mycophenolic acid","319.1187","NEGATIVE"
"MSBNK-Eawag-EQ424451","ZGAQVJDFFVTWJK-UHFFFAOYSA-N","Fludioxonil-TP CGA 192155","201.0005","NEGATIVE"
"MSBNK-Eawag-EA009960","UTCJUUGCHWHUNI-UHFFFAOYSA-N","Alachlor ESA","314.1068","NEGATIVE"
"MSBNK-Eawag-EA067353","BAYGVMXZJBFEMB-UHFFFAOYSA-N","4-Trifluoromethylphenol","161.022","NEGATIVE"
"MSBNK-Eawag-EA066463","FFKNXXCOXIZLJD-UHFFFAOYSA-N","Flufenacet OXA","224.0728","NEGATIVE"
"MSBNK-Eawag-EA070553","IPVCSECPEVHQOV-UHFFFAOYSA-N","Metazachlor ESA","322.0867","NEGATIVE"
"MSBNK-Eawag-EQ314753","VLJNHYLEOZPXFW-UHFFFAOYSA-N","Prolinamide","113.072","NEGATIVE"
"MSBNK-Eawag-EA066555","BFSZJLBDHMMCAH-UHFFFAOYSA-N","Propachlor ESA","256.0649","NEGATIVE"
"MSBNK-Eawag-EQ318251","IMEVJVISCHQJRM-UHFFFAOYSA-N","Triflusulfuron-methyl","491.0966","NEGATIVE"
"MSBNK-Eawag-EQ369455","INOGLHRUEYDAHX-UHFFFAOYSA-N","1-Chlorobenzotriazole","152.0021","NEGATIVE"
"MSBNK-Eawag-EA281058","XUKUURHRXDUEBC-KAYWLYCHSA-N","Atorvastatin","557.2457","NEGATIVE"
"MSBNK-Eawag-EA070554","IPVCSECPEVHQOV-UHFFFAOYSA-N","Metazachlor ESA","322.0867","NEGATIVE"
"MSBNK-Eawag-EA010256","OTKTUNJJKYTOFF-UHFFFAOYSA-N","Acetochlor OXA","264.1241","NEGATIVE"
"MSBNK-Eawag-EA029662","QCDQDISRALTLNQ-UHFFFAOYSA-N","N,N-Dimethyl-N'-phenylsulfamide","199.0547","NEGATIVE"
"MSBNK-Eawag-EA000460","OUSYWCQYMPDAEO-UHFFFAOYSA-N","Metamitron-desamino","186.0673","NEGATIVE"
"MSBNK-Eawag-EQ357151","KCKCVKAROJRVBA-UHFFFAOYSA-N","8phiC8SPC","299.0959","NEGATIVE"
"MSBNK-Eawag-EQ328951","OELFLUMRDSZNSF-BRWVUGGUSA-N","Nateglinide","316.1918","NEGATIVE"
"MSBNK-Eawag-EA013453","MEFQWPUMEMWTJP-UHFFFAOYSA-N","Fluroxypyr","252.9588","NEGATIVE"
"MSBNK-Eawag-EQ372257","AQIXAKUUQRKLND-UHFFFAOYSA-N","Cimetidine","251.1084","NEGATIVE"
"MSBNK-Eawag-EQ363557","KJADKKWYZYXHBB-UHFFFAOYSA-N","Topiramate","338.0915","NEGATIVE"
"MSBNK-Eawag-EA024559","DQWIIKBKAIPUPY-UHFFFAOYSA-N","N4-Acetylsulfadimethoxine","351.0769","NEGATIVE"
"MSBNK-Eawag-EA293155","CJDWRQLODFKPEL-UHFFFAOYSA-N","Teflubenzuron","378.967","NEGATIVE"
"MSBNK-Eawag-EA066455","FFKNXXCOXIZLJD-UHFFFAOYSA-N","Flufenacet OXA","224.0728","NEGATIVE"
"MSBNK-Eawag-EA281658","CVHZOJJKTDOEJC-UHFFFAOYSA-N","Saccharin","181.9917","NEGATIVE"
"MSBNK-Eawag-EA024851","NJIZUWGMNCUKGU-UHFFFAOYSA-N","N4-Acetylsulfadiazine","291.0557","NEGATIVE"
"MSBNK-Eawag-EQ363258","ZFXYFBGIUFBOJW-UHFFFAOYSA-N","Theophyline","179.0574","NEGATIVE"
"MSBNK-Eawag-EQ325658","JBMKAUGHUNFTOL-UHFFFAOYSA-N","Chlorthiazide","293.9415","NEGATIVE"
"MSBNK-Eawag-EA271460","CXZGQIAOTKWCDB-UHFFFAOYSA-N","Perfluoropentanoic acid","262.976","NEGATIVE"
"MSBNK-Eawag-EQ369358","NZCRJKRKKOLAOJ-UHFFFAOYSA-N","Rifaximin","784.3451","NEGATIVE"
"MSBNK-Eawag-EA010254","OTKTUNJJKYTOFF-UHFFFAOYSA-N","Acetochlor OXA","264.1241","NEGATIVE"
"MSBNK-Eawag-EQ302654","IPVQLZZIHOAWMC-UHFFFAOYSA-N","Perindopril","367.2238","NEGATIVE"
"MSBNK-Eawag-EQ279551","USAWIVMZUYOXCF-UHFFFAOYSA-N","Valsartan acid","265.0731","NEGATIVE"
"MSBNK-Eawag-EA253659","MHGMSAFPNAKIRZ-UHFFFAOYSA-N","Dimethachlor OXA","250.1085","NEGATIVE"
"MSBNK-Eawag-EQ305756","VDLGAVXLJYLFDH-UHFFFAOYSA-N","Fenhexamid","300.0564","NEGATIVE"
"MSBNK-Eawag-EA298859","ICUTUKXCWQYESQ-UHFFFAOYSA-N","Triclocarban","312.9708","NEGATIVE"
"MSBNK-Eawag-EA025858","KPUREKXXPHOJQT-UHFFFAOYSA-N","Mesotrione","338.034","NEGATIVE"
"MSBNK-Eawag-EA261063","JZUFKLXOESDKRF-UHFFFAOYSA-N","Hydrochlorothiazide","295.9572","NEGATIVE"
"MSBNK-Eawag-EQ309756","JXTHEWSKYLZVJC-UHFFFAOYSA-N","Naptalam","290.0823","NEGATIVE"
"MSBNK-Eawag-EA275656","YGCFIWIQZPHFLU-UHFFFAOYSA-N","Acesulfame","161.9867","NEGATIVE"
"MSBNK-Eawag-EQ365657","OWNRRUFOJXFKCU-UHFFFAOYSA-N","Bromadiolone","525.0707","NEGATIVE"
"MSBNK-Eawag-EA029954","GXPIUNZCALHVBA-UHFFFAOYSA-N","N4-Acetylsulfamethoxazole","294.0554","NEGATIVE"
"MSBNK-Eawag-EQ360257","PMHURSZHKKJGBM-UHFFFAOYSA-N","Isoxaben","331.1663","NEGATIVE"
"MSBNK-Eawag-EA014752","YUVKUEAFAVKILW-UHFFFAOYSA-N","Fluazifop","326.0646","NEGATIVE"
"MSBNK-Eawag-EA271459","CXZGQIAOTKWCDB-UHFFFAOYSA-N","Perfluoropentanoic acid","262.976","NEGATIVE"
"MSBNK-Eawag-EA253653","MHGMSAFPNAKIRZ-UHFFFAOYSA-N","Dimethachlor OXA","250.1085","NEGATIVE"
"MSBNK-Eawag-EA017059","ZBMZVLHSJCTVON-UHFFFAOYSA-N","Sotalol","271.1122","NEGATIVE"
"MSBNK-Eawag-EQ417053","WFTHOCDLKYPFJX-UHFFFAOYSA-N","Metalaxyl-M-TP CGA108906","294.0983","NEGATIVE"
"MSBNK-Eawag-EA270459","WCYYAQFQZQEUEN-UHFFFAOYSA-N","3,5,6-Trichloro-2-pyridinol","195.9129","NEGATIVE"
"MSBNK-Eawag-EQ363255","ZFXYFBGIUFBOJW-UHFFFAOYSA-N","Theophyline","179.0574","NEGATIVE"
"MSBNK-Eawag-EQ356255","GOCUAJYOYBLQRH-UHFFFAOYSA-N","Haloxyfop","360.0256","NEGATIVE"
"MSBNK-Eawag-EA020753","CGIGDMFJXJATDK-UHFFFAOYSA-N","Indomethacin","356.0695","NEGATIVE"
"MSBNK-Eawag-EA029961","GXPIUNZCALHVBA-UHFFFAOYSA-N","N4-Acetylsulfamethoxazole","294.0554","NEGATIVE"
"MSBNK-Eawag-EQ325654","JBMKAUGHUNFTOL-UHFFFAOYSA-N","Chlorthiazide","293.9415","NEGATIVE"
"MSBNK-Eawag-EA012855","RSMUVYRMZCOLBH-UHFFFAOYSA-N","Metsulfuron-methyl","380.067","NEGATIVE"
"MSBNK-Eawag-EQ357856","BSYNRYMUTXBXSQ-UHFFFAOYSA-N","Aspirin","179.035","NEGATIVE"
"MSBNK-Eawag-EA026656","CTSLUCNDVMMDHG-UHFFFAOYSA-N","Bromacil","259.0088","NEGATIVE"
"MSBNK-Eawag-EQ371652","RZCJYMOBWVJQGV-UHFFFAOYSA-N","2-Naphthoxyacetic acid","201.0557","NEGATIVE"
"MSBNK-Eawag-EA016262","MUJOIMFVNIBMKC-UHFFFAOYSA-N","Fludioxonil","247.0325","NEGATIVE"
"MSBNK-Eawag-EA066552","BFSZJLBDHMMCAH-UHFFFAOYSA-N","Propachlor ESA","256.0649","NEGATIVE"
"MSBNK-Eawag-EA070563","IPVCSECPEVHQOV-UHFFFAOYSA-N","Metazachlor ESA","322.0867","NEGATIVE"
"MSBNK-Eawag-EA008754","NRXQIUSYPAHGNM-UHFFFAOYSA-N","Ioxynil","369.8231","NEGATIVE"
"MSBNK-Eawag-EQ366158","AVKUERGKIZMTKX-UHFFFAOYSA-N","Ampicillin","348.1024","NEGATIVE"
"MSBNK-Eawag-EA266758","LGHZJDKSVUTELU-UHFFFAOYSA-N","Fipronil-sulfone","450.9263","NEGATIVE"
"MSBNK-Eawag-EA012954","RTCOGUMHFFWOJV-UHFFFAOYSA-N","Nicosulfuron","409.0936","NEGATIVE"
"MSBNK-Eawag-EA010054","MHCYOELBTPOBIU-UHFFFAOYSA-N","Alachlor OXA","264.1241","NEGATIVE"
"MSBNK-Eawag-EQ369458","INOGLHRUEYDAHX-UHFFFAOYSA-N","1-Chlorobenzotriazole","152.0021","NEGATIVE"
"MSBNK-Eawag-EQ368752","OJMMVQQUTAEWLP-UHFFFAOYSA-N","Lincomycin","405.2065","NEGATIVE"
"MSBNK-Eawag-EQ314553","NGBFQHCMQULJNZ-UHFFFAOYSA-N","Torsemide","347.1183","NEGATIVE"
"MSBNK-Eawag-EQ340351","VNQURRWYKFZKJZ-UHFFFAOYSA-N","5-Hydroxy Diclofenac","310.0043","NEGATIVE"
"MSBNK-Eawag-EQ299254","ZYZCGGRZINLQBL-GWRQVWKTSA-N","MCLR","993.5415","NEGATIVE"
"MSBNK-Eawag-EQ318455","GUOVBFFLXKJFEE-UHFFFAOYSA-N","1H-Benzotriazole-5-carboxylic acid","162.0309","NEGATIVE"
"MSBNK-Eawag-EQ325052","JIGDOBKZMULDHS-UUHBQKJESA-N","MCRR","1036.5585","NEGATIVE"
"MSBNK-Eawag-EQ318255","IMEVJVISCHQJRM-UHFFFAOYSA-N","Triflusulfuron-methyl","491.0966","NEGATIVE"
"MSBNK-Eawag-EQ396558","JOXIMZWYDAKGHI-UHFFFAOYSA-N","p-Toluenesulfonic acid","171.0121","NEGATIVE"
"MSBNK-Eawag-EQ016858","XEFQLINVKFYRCS-UHFFFAOYSA-N","Triclosan","286.9439","NEGATIVE"
"MSBNK-Eawag-EQ362752","VPPJLAIAVCUEMN-UHFFFAOYSA-N","Lacosamide","249.1245","NEGATIVE"
"MSBNK-Eawag-EA025751","OWZPCEFYPSAJFR-UHFFFAOYSA-N","Dinoseb","239.0673","NEGATIVE"
"MSBNK-Eawag-EQ311455","GBAWQJNHVWMTLU-UHFFFAOYSA-N","Heptenophos","249.0089","NEGATIVE"
"MSBNK-Eawag-EQ317651","HHUQPWODPBDTLI-UHFFFAOYSA-N","Prothioconazole-desethio","310.0519","NEGATIVE"
"MSBNK-Eawag-EQ360158","GPXLRLUVLMHHIK-UHFFFAOYSA-N","Forchlorfenuron","246.044","NEGATIVE"
"MSBNK-Eawag-EA010064","MHCYOELBTPOBIU-UHFFFAOYSA-N","Alachlor OXA","264.1241","NEGATIVE"
"MSBNK-Eawag-EA020153","DCOPUUMXTXDBNB-UHFFFAOYSA-N","Diclofenac","294.0094","NEGATIVE"
"MSBNK-Eawag-EA030464","DOULWWSSZVEPIN-UHFFFAOYSA-N","Isoproturon-monodemethyl","191.119","NEGATIVE"
"MSBNK-Eawag-EQ306956","QYIYFLOTGYLRGG-GPCCPHFNSA-N","Cefaclor","366.0321","NEGATIVE"
"MSBNK-Eawag-EQ358857","HHZIURLSWUIHRB-UHFFFAOYSA-N","Nilotinib","528.1765","NEGATIVE"
"MSBNK-Eawag-EA017058","ZBMZVLHSJCTVON-UHFFFAOYSA-N","Sotalol","271.1122","NEGATIVE"
"MSBNK-Eawag-EA008864","WYKYKTKDBLFHCY-UHFFFAOYSA-N","Chloridazon","220.0283","NEGATIVE"
"MSBNK-Eawag-EQ362855","VMIYHDSEFNYJSL-UHFFFAOYSA-N","Bromazepam","313.9934","NEGATIVE"
"MSBNK-Eawag-EQ320751","UWYHMGVUTGAWSP-JKIFEVAISA-N","Oxacillin","400.0973","NEGATIVE"
"MSBNK-Eawag-EQ361058","OWFJMIVZYSDULZ-UHFFFAOYSA-N","Oxytetracycline","459.1409","NEGATIVE"
"MSBNK-Eawag-EQ316552","CTTHWASMBLQOFR-UHFFFAOYSA-N","Amidosulfuron","368.034","NEGATIVE"
"MSBNK-Eawag-EQ364159","AYIRNRDRBQJXIF-UHFFFAOYSA-N","Florfenicol","355.9932","NEGATIVE"
"MSBNK-Eawag-EA271555","PXUULQAPEKKVAH-UHFFFAOYSA-N","Perfluorohexanoic acid","312.9728","NEGATIVE"
"MSBNK-Eawag-EA067259","NUISVCFZNCYUIM-UHFFFAOYSA-N","Terbutylazine-desethyl-2-hydroxy","182.1047","NEGATIVE"
"MSBNK-Eawag-EQ361552","VYMDGNCVAMGZFE-UHFFFAOYSA-N","Phenylbutazone","307.1452","NEGATIVE"
"MSBNK-Eawag-EQ358555","HPJKCIUCZWXJDR-UHFFFAOYSA-N","Letrozole","284.0942","NEGATIVE"
"MSBNK-Eawag-EQ325151","OWHASZQTEFAUJC-GJRPNUFSSA-N","MCYR","1043.5208","NEGATIVE"
"MSBNK-Eawag-EQ371853","IZUPBVBPLAPZRR-UHFFFAOYSA-N","PCP","262.8397","NEGATIVE"
"MSBNK-Eawag-EA253660","MHGMSAFPNAKIRZ-UHFFFAOYSA-N","Dimethachlor OXA","250.1085","NEGATIVE"
"MSBNK-Eawag-EQ326556","TZBJGXHYKVUXJN-UHFFFAOYSA-N","Genistein","269.0455","NEGATIVE"
"MSBNK-Eawag-EA277055","IAOZJIPTCAWIRG-QWRGUYRKSA-N","Aspartame","293.1143","NEGATIVE"
"MSBNK-Eawag-EA020352","HEFNNWSXXWATRW-JTQLQIEISA-N","Ibuprofen","205.1234","NEGATIVE"
