"","accession","dname"
"13442","HMDB0075566","3-methylglutaconic aciduria type II"
"13443","HMDB0075566","X-linked"
"13444","HMDB0075567","3-methylglutaconic aciduria type II"
"13445","HMDB0075567","X-linked"
"13446","HMDB0075568","3-methylglutaconic aciduria type II"
"13447","HMDB0075568","X-linked"
"13448","HMDB0075569","3-methylglutaconic aciduria type II"
"13449","HMDB0075569","X-linked"
"13450","HMDB0075570","3-methylglutaconic aciduria type II"
"13451","HMDB0075570","X-linked"
"13452","HMDB0075571","3-methylglutaconic aciduria type II"
"13453","HMDB0075571","X-linked"
"13454","HMDB0075572","3-methylglutaconic aciduria type II"
"13455","HMDB0075572","X-linked"
"13456","HMDB0075573","3-methylglutaconic aciduria type II"
"13457","HMDB0075573","X-linked"
"13458","HMDB0075574","3-methylglutaconic aciduria type II"
"13459","HMDB0075574","X-linked"
"13460","HMDB0075575","3-methylglutaconic aciduria type II"
"13461","HMDB0075575","X-linked"
"13462","HMDB0075576","3-methylglutaconic aciduria type II"
"13463","HMDB0075576","X-linked"
"13464","HMDB0075577","3-methylglutaconic aciduria type II"
"13465","HMDB0075577","X-linked"
"13466","HMDB0075578","3-methylglutaconic aciduria type II"
"13467","HMDB0075578","X-linked"
"13468","HMDB0075579","3-methylglutaconic aciduria type II"
"13469","HMDB0075579","X-linked"
"13470","HMDB0075580","3-methylglutaconic aciduria type II"
"13471","HMDB0075580","X-linked"
"13472","HMDB0075581","3-methylglutaconic aciduria type II"
"13473","HMDB0075581","X-linked"
"13474","HMDB0075582","3-methylglutaconic aciduria type II"
"13475","HMDB0075582","X-linked"
"13476","HMDB0075583","3-methylglutaconic aciduria type II"
"13477","HMDB0075583","X-linked"
"13478","HMDB0075584","3-methylglutaconic aciduria type II"
"13479","HMDB0075584","X-linked"
"13480","HMDB0075585","3-methylglutaconic aciduria type II"
"13481","HMDB0075585","X-linked"
"13482","HMDB0075586","3-methylglutaconic aciduria type II"
"13483","HMDB0075586","X-linked"
"13484","HMDB0075587","3-methylglutaconic aciduria type II"
"13485","HMDB0075587","X-linked"
"13486","HMDB0075588","3-methylglutaconic aciduria type II"
"13487","HMDB0075588","X-linked"
"13488","HMDB0075589","3-methylglutaconic aciduria type II"
"13489","HMDB0075589","X-linked"
"13490","HMDB0075590","3-methylglutaconic aciduria type II"
"13491","HMDB0075590","X-linked"
"13492","HMDB0075591","3-methylglutaconic aciduria type II"
"13493","HMDB0075591","X-linked"
"13494","HMDB0075592","3-methylglutaconic aciduria type II"
"13495","HMDB0075592","X-linked"
"13496","HMDB0075593","3-methylglutaconic aciduria type II"
"13497","HMDB0075593","X-linked"
"13498","HMDB0075594","3-methylglutaconic aciduria type II"
"13499","HMDB0075594","X-linked"
"13500","HMDB0075595","3-methylglutaconic aciduria type II"
"13501","HMDB0075595","X-linked"
"13502","HMDB0075596","3-methylglutaconic aciduria type II"
"13503","HMDB0075596","X-linked"
"13504","HMDB0075597","3-methylglutaconic aciduria type II"
"13505","HMDB0075597","X-linked"
"13506","HMDB0075598","3-methylglutaconic aciduria type II"
"13507","HMDB0075598","X-linked"
"13508","HMDB0075599","3-methylglutaconic aciduria type II"
"13509","HMDB0075599","X-linked"
"13510","HMDB0075600","3-methylglutaconic aciduria type II"
"13511","HMDB0075600","X-linked"
"13512","HMDB0075601","3-methylglutaconic aciduria type II"
"13513","HMDB0075601","X-linked"
"13514","HMDB0075602","3-methylglutaconic aciduria type II"
"13515","HMDB0075602","X-linked"
"13516","HMDB0075603","3-methylglutaconic aciduria type II"
"13517","HMDB0075603","X-linked"
"13518","HMDB0075604","3-methylglutaconic aciduria type II"
"13519","HMDB0075604","X-linked"
"13520","HMDB0075605","3-methylglutaconic aciduria type II"
"13521","HMDB0075605","X-linked"
"13522","HMDB0075606","3-methylglutaconic aciduria type II"
"13523","HMDB0075606","X-linked"
"13524","HMDB0075607","3-methylglutaconic aciduria type II"
"13525","HMDB0075607","X-linked"
"13526","HMDB0075608","3-methylglutaconic aciduria type II"
"13527","HMDB0075608","X-linked"
"13528","HMDB0075609","3-methylglutaconic aciduria type II"
"13529","HMDB0075609","X-linked"
"13530","HMDB0075610","3-methylglutaconic aciduria type II"
"13531","HMDB0075610","X-linked"
"13532","HMDB0075611","3-methylglutaconic aciduria type II"
"13533","HMDB0075611","X-linked"
"13534","HMDB0075612","3-methylglutaconic aciduria type II"
"13535","HMDB0075612","X-linked"
"13536","HMDB0075613","3-methylglutaconic aciduria type II"
"13537","HMDB0075613","X-linked"
"13538","HMDB0075614","3-methylglutaconic aciduria type II"
"13539","HMDB0075614","X-linked"
"13540","HMDB0075615","3-methylglutaconic aciduria type II"
"13541","HMDB0075615","X-linked"
"13542","HMDB0075616","3-methylglutaconic aciduria type II"
"13543","HMDB0075616","X-linked"
"13544","HMDB0075617","3-methylglutaconic aciduria type II"
"13545","HMDB0075617","X-linked"
"13546","HMDB0075618","3-methylglutaconic aciduria type II"
"13547","HMDB0075618","X-linked"
"13548","HMDB0075619","3-methylglutaconic aciduria type II"
"13549","HMDB0075619","X-linked"
"13550","HMDB0075620","3-methylglutaconic aciduria type II"
"13551","HMDB0075620","X-linked"
"13552","HMDB0075621","3-methylglutaconic aciduria type II"
"13553","HMDB0075621","X-linked"
"13554","HMDB0075622","3-methylglutaconic aciduria type II"
"13555","HMDB0075622","X-linked"
"13556","HMDB0075623","3-methylglutaconic aciduria type II"
"13557","HMDB0075623","X-linked"
"13558","HMDB0075624","3-methylglutaconic aciduria type II"
"13559","HMDB0075624","X-linked"
"13560","HMDB0075625","3-methylglutaconic aciduria type II"
"13561","HMDB0075625","X-linked"
"13562","HMDB0075626","3-methylglutaconic aciduria type II"
"13563","HMDB0075626","X-linked"
"13564","HMDB0075627","3-methylglutaconic aciduria type II"
"13565","HMDB0075627","X-linked"
"13566","HMDB0075628","3-methylglutaconic aciduria type II"
"13567","HMDB0075628","X-linked"
"13568","HMDB0075629","3-methylglutaconic aciduria type II"
"13569","HMDB0075629","X-linked"
"13570","HMDB0075630","3-methylglutaconic aciduria type II"
"13571","HMDB0075630","X-linked"
"13572","HMDB0075631","3-methylglutaconic aciduria type II"
"13573","HMDB0075631","X-linked"
"13574","HMDB0075632","3-methylglutaconic aciduria type II"
"13575","HMDB0075632","X-linked"
"13576","HMDB0075633","3-methylglutaconic aciduria type II"
"13577","HMDB0075633","X-linked"
"13578","HMDB0075634","3-methylglutaconic aciduria type II"
"13579","HMDB0075634","X-linked"
"13580","HMDB0075635","3-methylglutaconic aciduria type II"
"13581","HMDB0075635","X-linked"
"13582","HMDB0075636","3-methylglutaconic aciduria type II"
"13583","HMDB0075636","X-linked"
"13584","HMDB0075637","3-methylglutaconic aciduria type II"
"13585","HMDB0075637","X-linked"
"13586","HMDB0075638","3-methylglutaconic aciduria type II"
"13587","HMDB0075638","X-linked"
"13588","HMDB0075639","3-methylglutaconic aciduria type II"
"13589","HMDB0075639","X-linked"
"13590","HMDB0075640","3-methylglutaconic aciduria type II"
"13591","HMDB0075640","X-linked"
"13592","HMDB0075641","3-methylglutaconic aciduria type II"
"13593","HMDB0075641","X-linked"
"13594","HMDB0075642","3-methylglutaconic aciduria type II"
"13595","HMDB0075642","X-linked"
"13596","HMDB0075643","3-methylglutaconic aciduria type II"
"13597","HMDB0075643","X-linked"
"13598","HMDB0075644","3-methylglutaconic aciduria type II"
"13599","HMDB0075644","X-linked"
"13600","HMDB0075645","3-methylglutaconic aciduria type II"
"13601","HMDB0075645","X-linked"
"13602","HMDB0075646","3-methylglutaconic aciduria type II"
"13603","HMDB0075646","X-linked"
"13604","HMDB0075647","3-methylglutaconic aciduria type II"
"13605","HMDB0075647","X-linked"
"13606","HMDB0075648","3-methylglutaconic aciduria type II"
"13607","HMDB0075648","X-linked"
"13608","HMDB0075649","3-methylglutaconic aciduria type II"
"13609","HMDB0075649","X-linked"
"13610","HMDB0075650","3-methylglutaconic aciduria type II"
"13611","HMDB0075650","X-linked"
"13612","HMDB0075651","3-methylglutaconic aciduria type II"
"13613","HMDB0075651","X-linked"
"13614","HMDB0075652","3-methylglutaconic aciduria type II"
"13615","HMDB0075652","X-linked"
"13616","HMDB0075653","3-methylglutaconic aciduria type II"
"13617","HMDB0075653","X-linked"
"13618","HMDB0075654","3-methylglutaconic aciduria type II"
"13619","HMDB0075654","X-linked"
"13620","HMDB0075655","3-methylglutaconic aciduria type II"
"13621","HMDB0075655","X-linked"
"13622","HMDB0075656","3-methylglutaconic aciduria type II"
"13623","HMDB0075656","X-linked"
"13624","HMDB0075657","3-methylglutaconic aciduria type II"
"13625","HMDB0075657","X-linked"
"13626","HMDB0075658","3-methylglutaconic aciduria type II"
"13627","HMDB0075658","X-linked"
"13628","HMDB0075659","3-methylglutaconic aciduria type II"
"13629","HMDB0075659","X-linked"
"13630","HMDB0075660","3-methylglutaconic aciduria type II"
"13631","HMDB0075660","X-linked"
"13632","HMDB0075661","3-methylglutaconic aciduria type II"
"13633","HMDB0075661","X-linked"
"13634","HMDB0075662","3-methylglutaconic aciduria type II"
"13635","HMDB0075662","X-linked"
"13636","HMDB0075663","3-methylglutaconic aciduria type II"
"13637","HMDB0075663","X-linked"
"13638","HMDB0075664","3-methylglutaconic aciduria type II"
"13639","HMDB0075664","X-linked"
"13640","HMDB0075665","3-methylglutaconic aciduria type II"
"13641","HMDB0075665","X-linked"
"13642","HMDB0075666","3-methylglutaconic aciduria type II"
"13643","HMDB0075666","X-linked"
"13644","HMDB0075667","3-methylglutaconic aciduria type II"
"13645","HMDB0075667","X-linked"
"13646","HMDB0075668","3-methylglutaconic aciduria type II"
"13647","HMDB0075668","X-linked"
"13648","HMDB0075669","3-methylglutaconic aciduria type II"
"13649","HMDB0075669","X-linked"
"13650","HMDB0075670","3-methylglutaconic aciduria type II"
"13651","HMDB0075670","X-linked"
"13652","HMDB0075671","3-methylglutaconic aciduria type II"
"13653","HMDB0075671","X-linked"
"13654","HMDB0075672","3-methylglutaconic aciduria type II"
"13655","HMDB0075672","X-linked"
"13656","HMDB0075673","3-methylglutaconic aciduria type II"
"13657","HMDB0075673","X-linked"
"13658","HMDB0075674","3-methylglutaconic aciduria type II"
"13659","HMDB0075674","X-linked"
"13660","HMDB0075675","3-methylglutaconic aciduria type II"
"13661","HMDB0075675","X-linked"
"13662","HMDB0075676","3-methylglutaconic aciduria type II"
"13663","HMDB0075676","X-linked"
"13664","HMDB0075677","3-methylglutaconic aciduria type II"
"13665","HMDB0075677","X-linked"
"13666","HMDB0075678","3-methylglutaconic aciduria type II"
"13667","HMDB0075678","X-linked"
"13668","HMDB0075679","3-methylglutaconic aciduria type II"
"13669","HMDB0075679","X-linked"
"13670","HMDB0075680","3-methylglutaconic aciduria type II"
"13671","HMDB0075680","X-linked"
"13672","HMDB0075681","3-methylglutaconic aciduria type II"
"13673","HMDB0075681","X-linked"
"13674","HMDB0075682","3-methylglutaconic aciduria type II"
"13675","HMDB0075682","X-linked"
"13676","HMDB0075683","3-methylglutaconic aciduria type II"
"13677","HMDB0075683","X-linked"
"13678","HMDB0075684","3-methylglutaconic aciduria type II"
"13679","HMDB0075684","X-linked"
"13680","HMDB0075685","3-methylglutaconic aciduria type II"
"13681","HMDB0075685","X-linked"
"13682","HMDB0075686","3-methylglutaconic aciduria type II"
"13683","HMDB0075686","X-linked"
"13684","HMDB0075687","3-methylglutaconic aciduria type II"
"13685","HMDB0075687","X-linked"
"13686","HMDB0075688","3-methylglutaconic aciduria type II"
"13687","HMDB0075688","X-linked"
"13688","HMDB0075689","3-methylglutaconic aciduria type II"
"13689","HMDB0075689","X-linked"
"13690","HMDB0075690","3-methylglutaconic aciduria type II"
"13691","HMDB0075690","X-linked"
"13692","HMDB0075691","3-methylglutaconic aciduria type II"
"13693","HMDB0075691","X-linked"
"13694","HMDB0075692","3-methylglutaconic aciduria type II"
"13695","HMDB0075692","X-linked"
"13696","HMDB0075693","3-methylglutaconic aciduria type II"
"13697","HMDB0075693","X-linked"
"13698","HMDB0075694","3-methylglutaconic aciduria type II"
"13699","HMDB0075694","X-linked"
"13700","HMDB0075695","3-methylglutaconic aciduria type II"
"13701","HMDB0075695","X-linked"
"13702","HMDB0075696","3-methylglutaconic aciduria type II"
"13703","HMDB0075696","X-linked"
"13704","HMDB0075697","3-methylglutaconic aciduria type II"
"13705","HMDB0075697","X-linked"
"13706","HMDB0075698","3-methylglutaconic aciduria type II"
"13707","HMDB0075698","X-linked"
"13708","HMDB0075699","3-methylglutaconic aciduria type II"
"13709","HMDB0075699","X-linked"
"13710","HMDB0075700","3-methylglutaconic aciduria type II"
"13711","HMDB0075700","X-linked"
"13712","HMDB0075701","3-methylglutaconic aciduria type II"
"13713","HMDB0075701","X-linked"
"13714","HMDB0075702","3-methylglutaconic aciduria type II"
"13715","HMDB0075702","X-linked"
"13716","HMDB0075703","3-methylglutaconic aciduria type II"
"13717","HMDB0075703","X-linked"
"13718","HMDB0075704","3-methylglutaconic aciduria type II"
"13719","HMDB0075704","X-linked"
"13720","HMDB0075705","3-methylglutaconic aciduria type II"
"13721","HMDB0075705","X-linked"
"13722","HMDB0075706","3-methylglutaconic aciduria type II"
"13723","HMDB0075706","X-linked"
"13724","HMDB0075707","3-methylglutaconic aciduria type II"
"13725","HMDB0075707","X-linked"
"13726","HMDB0075708","3-methylglutaconic aciduria type II"
"13727","HMDB0075708","X-linked"
"13728","HMDB0075709","3-methylglutaconic aciduria type II"
"13729","HMDB0075709","X-linked"
"13730","HMDB0075710","3-methylglutaconic aciduria type II"
"13731","HMDB0075710","X-linked"
"13732","HMDB0075711","3-methylglutaconic aciduria type II"
"13733","HMDB0075711","X-linked"
"13734","HMDB0075712","3-methylglutaconic aciduria type II"
"13735","HMDB0075712","X-linked"
"13736","HMDB0075713","3-methylglutaconic aciduria type II"
"13737","HMDB0075713","X-linked"
"13738","HMDB0075714","3-methylglutaconic aciduria type II"
"13739","HMDB0075714","X-linked"
"13740","HMDB0075715","3-methylglutaconic aciduria type II"
"13741","HMDB0075715","X-linked"
"13742","HMDB0075716","3-methylglutaconic aciduria type II"
"13743","HMDB0075716","X-linked"
"13744","HMDB0075717","3-methylglutaconic aciduria type II"
"13745","HMDB0075717","X-linked"
"13746","HMDB0075718","3-methylglutaconic aciduria type II"
"13747","HMDB0075718","X-linked"
"13748","HMDB0075719","3-methylglutaconic aciduria type II"
"13749","HMDB0075719","X-linked"
"13750","HMDB0075720","3-methylglutaconic aciduria type II"
"13751","HMDB0075720","X-linked"
"13752","HMDB0075721","3-methylglutaconic aciduria type II"
"13753","HMDB0075721","X-linked"
"13754","HMDB0075722","3-methylglutaconic aciduria type II"
"13755","HMDB0075722","X-linked"
"13756","HMDB0075723","3-methylglutaconic aciduria type II"
"13757","HMDB0075723","X-linked"
"13758","HMDB0075724","3-methylglutaconic aciduria type II"
"13759","HMDB0075724","X-linked"
"13760","HMDB0075725","3-methylglutaconic aciduria type II"
"13761","HMDB0075725","X-linked"
"13762","HMDB0075726","3-methylglutaconic aciduria type II"
"13763","HMDB0075726","X-linked"
"13764","HMDB0075727","3-methylglutaconic aciduria type II"
"13765","HMDB0075727","X-linked"
"13766","HMDB0075728","3-methylglutaconic aciduria type II"
"13767","HMDB0075728","X-linked"
"13768","HMDB0075729","3-methylglutaconic aciduria type II"
"13769","HMDB0075729","X-linked"
"13770","HMDB0075730","3-methylglutaconic aciduria type II"
"13771","HMDB0075730","X-linked"
"13772","HMDB0075731","3-methylglutaconic aciduria type II"
"13773","HMDB0075731","X-linked"
"13774","HMDB0075732","3-methylglutaconic aciduria type II"
"13775","HMDB0075732","X-linked"
"13776","HMDB0075733","3-methylglutaconic aciduria type II"
"13777","HMDB0075733","X-linked"
"13778","HMDB0075734","3-methylglutaconic aciduria type II"
"13779","HMDB0075734","X-linked"
"13780","HMDB0075735","3-methylglutaconic aciduria type II"
"13781","HMDB0075735","X-linked"
"13782","HMDB0075736","3-methylglutaconic aciduria type II"
"13783","HMDB0075736","X-linked"
"13784","HMDB0075737","3-methylglutaconic aciduria type II"
"13785","HMDB0075737","X-linked"
"13786","HMDB0075738","3-methylglutaconic aciduria type II"
"13787","HMDB0075738","X-linked"
"13788","HMDB0075739","3-methylglutaconic aciduria type II"
"13789","HMDB0075739","X-linked"
"13790","HMDB0075740","3-methylglutaconic aciduria type II"
"13791","HMDB0075740","X-linked"
"13792","HMDB0075741","3-methylglutaconic aciduria type II"
"13793","HMDB0075741","X-linked"
"13794","HMDB0075742","3-methylglutaconic aciduria type II"
"13795","HMDB0075742","X-linked"
"13796","HMDB0075743","3-methylglutaconic aciduria type II"
"13797","HMDB0075743","X-linked"
"13798","HMDB0075744","3-methylglutaconic aciduria type II"
"13799","HMDB0075744","X-linked"
"13800","HMDB0075745","3-methylglutaconic aciduria type II"
"13801","HMDB0075745","X-linked"
"13802","HMDB0075746","3-methylglutaconic aciduria type II"
"13803","HMDB0075746","X-linked"
"13804","HMDB0075747","3-methylglutaconic aciduria type II"
"13805","HMDB0075747","X-linked"
"13806","HMDB0075748","3-methylglutaconic aciduria type II"
"13807","HMDB0075748","X-linked"
"13808","HMDB0075749","3-methylglutaconic aciduria type II"
"13809","HMDB0075749","X-linked"
"13810","HMDB0075750","3-methylglutaconic aciduria type II"
"13811","HMDB0075750","X-linked"
"13812","HMDB0075751","3-methylglutaconic aciduria type II"
"13813","HMDB0075751","X-linked"
"13814","HMDB0075752","3-methylglutaconic aciduria type II"
