"","accession","route_of_exposure"
"3767","T3D3939","astudyconductedin2000demonstratedthatlowamountsoftriclosancanbeabsorbedthroughskincanenterthebloodstreammaximumconcentrationsarereachedwithinthreehoursafteroralintakehowever"
"3768","T3D3939","themetabolismexcretionofthecompoundisfast"
"3769","T3D3940",NA
"3770","T3D3941",NA
"3771","T3D3942",NA
"3772","T3D3944",NA
"3773","T3D3945",NA
"3774","T3D3946",NA
"3775","T3D3947",NA
"3776","T3D3948",NA
"3777","T3D3949",NA
"3778","T3D3950","completelyabsorbedfollowingoraladministration"
"3779","T3D3951","tetracyclinesarereadilyabsorbed"
"3780","T3D3952","absorptionisfastefficientbioavailabilityis100%followingoraladministration"
"3781","T3D3953","readilyabsorbedfollowingoraladministration"
"3782","T3D3954","rapidlycompletelyabsorbedfromgastrointestinaltractfollowingoraladministrationintraocularsomesystemicabsorptionalsooccursaftertopicalapplicationtotheeye"
"3783","T3D3955","bioavailabilityislessthan40%whenadministeredviaintramuscularinjection"
"3784","T3D3955","100%intravenously"
"3785","T3D3955","60-80%orallyfood/ormilkreducegiabsorptionoforalpreparationsoftetracyclineby50%ormore"
"3786","T3D3956","inhalation"
"3787","T3D3957","ingestion"
"3788","T3D3957","inhalation"
"3789","T3D3958",NA
"3790","T3D3959","ingestion"
"3791","T3D3960",NA
"3792","T3D3961",NA
"3793","T3D3962",NA
"3794","T3D3963",NA
"3795","T3D3964",NA
"3796","T3D3965",NA
"3797","T3D3967",NA
"3798","T3D3968",NA
"3799","T3D3969",NA
"3800","T3D3970",NA
"3801","T3D3971",NA
"3802","T3D3973",NA
"3803","T3D3974",NA
"3804","T3D3975","dermal"
"3805","T3D3975","inhalation"
"3806","T3D3975","ingestion"
"3807","T3D3976",NA
"3808","T3D3977",NA
"3809","T3D3978",NA
"3810","T3D3979",NA
"3811","T3D3980",NA
"3812","T3D3981",NA
"3813","T3D3982",NA
"3814","T3D3984",NA
"3815","T3D3985",NA
"3816","T3D3990",NA
"3817","T3D3991",NA
"3818","T3D3992",NA
"3819","T3D3999",NA
"3820","T3D4001",NA
"3821","T3D4005",NA
"3822","T3D4006",NA
"3823","T3D4015",NA
"3824","T3D4016",NA
"3825","T3D4017",NA
"3826","T3D4018",NA
"3827","T3D4019","whena24hourinfusionof135mg/m^2isgiventoovariancancerpatients"
"3828","T3D4019","themaximumplasmaconcentrationis195ng/ml"
"3829","T3D4019","whiletheaucis6300ng*h/ml"
"3830","T3D4020","colchicineisrapidlyabsorbedafteroraladministration"
"3831","T3D4020","probablyfromthejejunumileumhowever"
"3832","T3D4020","therateextentofabsorptionarevariable"
"3833","T3D4020","dependingonthetabletdissolutionrate"
"3834","T3D4020","variabilityingastricemptying"
"3835","T3D4020","intestinalmotility"
"3836","T3D4020","phattheabsorptionsite"
"3837","T3D4020","theextenttowhichcolchicineisboundtomicrotubulesingastrointestinalmucosalcells"
"3838","T3D4021",NA
"3839","T3D4022",NA
"3840","T3D4023",NA
"3841","T3D4024",NA
"3842","T3D4025",NA
"3843","T3D4026",NA
"3844","T3D4027",NA
"3845","T3D4028",NA
"3846","T3D4029",NA
"3847","T3D4030","ingestion"
"3848","T3D4032",NA
"3849","T3D4038",NA
"3850","T3D4039",NA
"3851","T3D4040","ingestion"
"3852","T3D4042",NA
"3853","T3D4050",NA
"3854","T3D4051",NA
"3855","T3D4052",NA
"3856","T3D4053",NA
"3857","T3D4056",NA
"3858","T3D4059",NA
"3859","T3D4060",NA
"3860","T3D4061",NA
"3861","T3D4063",NA
"3862","T3D4064",NA
"3863","T3D4065",NA
"3864","T3D4066",NA
"3865","T3D4067",NA
"3866","T3D4068",NA
"3867","T3D4069",NA
"3868","T3D4071",NA
"3869","T3D4073",NA
"3870","T3D4074",NA
"3871","T3D4078",NA
"3872","T3D4080","dermal"
"3873","T3D4081",NA
"3874","T3D4082",NA
"3875","T3D4083",NA
"3876","T3D4084",NA
"3877","T3D4086",NA
"3878","T3D4087",NA
"3879","T3D4088","dermal"
"3880","T3D4088","ingestion"
"3881","T3D4092",NA
"3882","T3D4103",NA
"3883","T3D4113","oral"
"3884","T3D4124",NA
"3885","T3D4128","inhalation"
"3886","T3D4128","ingestion"
"3887","T3D4138",NA
"3888","T3D4148","endogenous"
"3889","T3D4148","ingestion"
"3890","T3D4148","dermal"
"3891","T3D4149","endogenous"
"3892","T3D4149","ingestion"
"3893","T3D4149","dermal"
"3894","T3D4150","endogenous"
"3895","T3D4150","ingestion"
"3896","T3D4150","dermal"
"3897","T3D4151","endogenous"
"3898","T3D4151","ingestion"
"3899","T3D4151","dermal"
"3900","T3D4152","endogenous"
"3901","T3D4152","ingestion"
"3902","T3D4152","dermal"
"3903","T3D4153","endogenous"
"3904","T3D4153","ingestion"
"3905","T3D4153","dermal"
"3906","T3D4154","endogenous"
"3907","T3D4154","ingestion"
"3908","T3D4154","dermal"
"3909","T3D4156","endogenous"
"3910","T3D4156","ingestion"
"3911","T3D4156","dermal"
"3912","T3D4157","endogenous"
"3913","T3D4157","ingestion"
"3914","T3D4157","dermal"
"3915","T3D4158","endogenous"
"3916","T3D4158","ingestion"
"3917","T3D4158","dermal"
"3918","T3D4159","endogenous"
"3919","T3D4159","ingestion"
"3920","T3D4159","dermal"
"3921","T3D4160","endogenous"
"3922","T3D4160","ingestion"
"3923","T3D4160","dermal"
"3924","T3D4161","endogenous"
"3925","T3D4162","endogenous"
"3926","T3D4162","ingestion"
"3927","T3D4162","dermal"
"3928","T3D4163","endogenous"
"3929","T3D4163","ingestion"
"3930","T3D4163","dermal"
"3931","T3D4164","endogenous"
"3932","T3D4164","ingestion"
"3933","T3D4165","endogenous"
"3934","T3D4165","ingestion"
"3935","T3D4165","dermal"
"3936","T3D4166","endogenous"
"3937","T3D4166","ingestion"
"3938","T3D4166","dermal"
"3939","T3D4167","endogenous"
"3940","T3D4167","ingestion"
"3941","T3D4167","dermal"
"3942","T3D4168","endogenous"
"3943","T3D4168","ingestion"
"3944","T3D4168","dermal"
"3945","T3D4169","endogenous"
"3946","T3D4169","ingestion"
"3947","T3D4169","dermal"
"3948","T3D4170","endogenous"
"3949","T3D4170","ingestion"
"3950","T3D4170","dermal"
"3951","T3D4171","endogenous"
"3952","T3D4171","ingestion"
"3953","T3D4171","dermal"
"3954","T3D4172","rapidlyabsorbeddistributed"
"3955","T3D4173","endogenous"
"3956","T3D4173","ingestion"
"3957","T3D4173","dermal"
"3958","T3D4174","endogenous"
"3959","T3D4174","ingestion"
"3960","T3D4174","dermal"
"3961","T3D4175","endogenous"
"3962","T3D4175","ingestion"
"3963","T3D4175","dermal"
"3964","T3D4176","endogenous"
"3965","T3D4176","ingestion"
"3966","T3D4176","dermal"
"3967","T3D4177","endogenous"
"3968","T3D4177","ingestion"
"3969","T3D4177","dermal"
"3970","T3D4178","endogenous"
"3971","T3D4178","ingestion"
"3972","T3D4178","dermal"
"3973","T3D4179","endogenous"
"3974","T3D4179","ingestion"
"3975","T3D4179","dermal"
"3976","T3D4180","endogenous"
"3977","T3D4180","ingestion"
"3978","T3D4180","dermal"
"3979","T3D4181","endogenous"
"3980","T3D4181","ingestion"
"3981","T3D4181","dermal"
"3982","T3D4182","endogenous"
"3983","T3D4182","ingestion"
"3984","T3D4182","dermal"
"3985","T3D4183","endogenous"
"3986","T3D4183","ingestion"
"3987","T3D4183","dermal"
"3988","T3D4184","endogenous"
"3989","T3D4184","ingestion"
"3990","T3D4184","dermal"
"3991","T3D4185","endogenous"
"3992","T3D4185","ingestion"
"3993","T3D4185","dermal"
"3994","T3D4186","endogenous"
"3995","T3D4186","ingestion"
"3996","T3D4186","dermal"
"3997","T3D4187","endogenous"
"3998","T3D4187","ingestion"
"3999","T3D4187","dermal"
"4000","T3D4188","endogenous"
"4001","T3D4188","ingestion"
"4002","T3D4188","dermal"
"4003","T3D4189","endogenous"
"4004","T3D4189","ingestion"
"4005","T3D4189","dermal"
"4006","T3D4190","endogenous"
"4007","T3D4190","ingestion"
"4008","T3D4190","dermal"
"4009","T3D4191","endogenous"
"4010","T3D4191","ingestion"
"4011","T3D4191","dermal"
"4012","T3D4192","endogenous"
"4013","T3D4192","ingestion"
"4014","T3D4192","dermal"
"4015","T3D4193","endogenous"
"4016","T3D4193","ingestion"
"4017","T3D4193","dermal"
"4018","T3D4194","endogenous"
"4019","T3D4194","ingestion"
"4020","T3D4194","dermal"
"4021","T3D4195","endogenous"
"4022","T3D4195","ingestion"
"4023","T3D4195","dermal"
"4024","T3D4196","endogenous"
"4025","T3D4196","ingestion"
"4026","T3D4196","dermal"
"4027","T3D4197","endogenous"
"4028","T3D4197","ingestion"
"4029","T3D4197","dermal"
"4030","T3D4198","endogenous"
"4031","T3D4198","ingestion"
"4032","T3D4198","dermal"
"4033","T3D4199","endogenous"
"4034","T3D4199","ingestion"
"4035","T3D4199","dermal"
"4036","T3D4200","endogenous"
"4037","T3D4200","ingestion"
"4038","T3D4200","dermal"
"4039","T3D4201",NA
"4040","T3D4202",NA
"4041","T3D4203",NA
"4042","T3D4204","partiallyabsorbedfollowingintracavitaryadministration"
"4043","T3D4204","mostlikelyduetorapiddeactivationbybodyfluidswhenitistopicallyadministered"
"4044","T3D4204","systemicexposurewasundetectable"
"4045","T3D4207","inhalation"
"4046","T3D4207","dermal"
"4047","T3D4209",NA
"4048","T3D4212",NA
"4049","T3D4213",NA
"4050","T3D4214",NA
"4051","T3D4215",NA
"4052","T3D4216",NA
"4053","T3D4217",NA
"4054","T3D4218",NA
"4055","T3D4224",NA
"4056","T3D4232",NA
"4057","T3D4234",NA
"4058","T3D4235","dermal"
"4059","T3D4235","ingestion"
"4060","T3D4237","endogenous"
"4061","T3D4237","ingestion"
"4062","T3D4237","contact"
"4063","T3D4240","endogenous"
"4064","T3D4240","ingestion"
"4065","T3D4242","endogenous"
"4066","T3D4242","ingestion"
"4067","T3D4244","progesteroneabsorptionisprolongedwithanabsorptionhalf-lifeofapproximately25-50hours"
"4068","T3D4245",NA
"4069","T3D4247","endogenous"
"4070","T3D4247","injection"
"4071","T3D4248","absorbedfromthelumenofthesmallintestineintotheenterocytesbyanactivetransportprocess"
"4072","T3D4250",NA
"4073","T3D4251","endogenous"
"4074","T3D4251","ingestion"
"4075","T3D4253",NA
"4076","T3D4257",NA
"4077","T3D4258",NA
"4078","T3D4259",NA
"4079","T3D4262",NA
"4080","T3D4263",NA
"4081","T3D4265",NA
"4082","T3D4269",NA
"4083","T3D4270",NA
"4084","T3D4273","oralbioavailabilityis50-60%"
"4085","T3D4274",NA
"4086","T3D4275",NA
"4087","T3D4276",NA
"4088","T3D4278",NA
"4089","T3D4279",NA
"4090","T3D4281",NA
"4091","T3D4282",NA
"4092","T3D4283","endogenous"
"4093","T3D4283","injection"
"4094","T3D4284",NA
"4095","T3D4286","ingestion"
"4096","T3D4287",NA
"4097","T3D4289","absorbedfromthelumenofthesmallintestineintotheenterocytesabsorptionisefficientoccursbyanactivetransportmechanism"
"4098","T3D4290",NA
"4099","T3D4292",NA
"4100","T3D4294",NA
"4101","T3D4295",NA
"4102","T3D4296","absorbedfromthelumenofthesmallintestineintotheenterocytesabsorptionisefficientoccursbyanactivetransportmechanism"
"4103","T3D4297",NA
"4104","T3D4298",NA
"4105","T3D4300","dopamineisrapidlyabsorbedfromthesmallintestine"
"4106","T3D4304",NA
"4107","T3D4307",NA
"4108","T3D4310",NA
"4109","T3D4314","ingestion"
"4110","T3D4314","endogenousproduction"
"4111","T3D4318","absorbedfromthesmallintestineviaanactivetransportmechanism"
"4112","T3D4319","absorptionisefficientoccursbyanactivetransportmechanism"
"4113","T3D4320",NA
"4114","T3D4322",NA
"4115","T3D4323",NA
"4116","T3D4325","pyruvateisabsorbedfromthegastrointestinaltractfromwhenceitistransportedtotheliverviatheportalcirculation"
"4117","T3D4328","absorbedfromthelumenofthesmallintestineintotheenterocytesbyanactivetransportprocess"
"4118","T3D4329","absorbedfromthesmallintestineviaasodium-dependentactivetransportprocess"
"4119","T3D4330",NA
"4120","T3D4332",NA
"4121","T3D4343",NA
"4122","T3D4344",NA
"4123","T3D4345","ingestion"
"4124","T3D4346",NA
"4125","T3D4349",NA
"4126","T3D4350",NA
"4127","T3D4352","researchsuggeststhatglutathioneisnotorallybioactive"
"4128","T3D4352","thatverylittleoforalglutathionetabletsorcapsulesisactuallyabsorbedbythebody"
"4129","T3D4356",NA
"4130","T3D4357",NA
"4131","T3D4358",NA
"4132","T3D4359",NA
"4133","T3D4360",NA
"4134","T3D4362",NA
"4135","T3D4363","absorbedfromthesmallintestineviaanactivetransportmechanismrequiringthepresenceofsodium"
"4136","T3D4364","absorbedfromthesmallintestinebyasodium-dependentactive-transportprocess"
"4137","T3D4365",NA
"4138","T3D4366","absorbedfromthesmallintestinebyasodiumdependentactivetransportprocess"
"4139","T3D4367",NA
"4140","T3D4368",NA
"4141","T3D4369",NA
"4142","T3D4370","absorbedfromthesmallintestinebyasodium-dependentactive-transportprocess"
"4143","T3D4371","l-tyrosineisabsorbedfromthesmallintestinebyasodium-dependentactivetransportprocess"
"4144","T3D4398",NA
"4145","T3D4404",NA
"4146","T3D4405",NA
"4147","T3D4409","endogenous"
"4148","T3D4409","ingestion"
"4149","T3D4409","dermal"
"4150","T3D4411",NA
"4151","T3D4413",NA
"4152","T3D4424",NA
"4153","T3D4425",NA
"4154","T3D4426",NA
"4155","T3D4430",NA
"4156","T3D4434",NA
"4157","T3D4435",NA
"4158","T3D4438",NA
"4159","T3D4440",NA
"4160","T3D4444",NA
"4161","T3D4447",NA
"4162","T3D4453","eyecontact"
"4163","T3D4453","inhalation"
"4164","T3D4453","ingestion"
"4165","T3D4454",NA
"4166","T3D4455",NA
"4167","T3D4456","s-adenosylmethionineisabsorbedfromthesmallintestinefollowingoralintakeasabsorptionisaffectedbyfood"
"4168","T3D4456","itisbesttotakeonanemptystomachbioavailabilityislowfollowingoralintake"
"4169","T3D4458","endogenous"
"4170","T3D4458","eyecontact"
"4171","T3D4458","ingestion"
"4172","T3D4461",NA
"4173","T3D4471",NA
"4174","T3D4474",NA
"4175","T3D4476",NA
"4176","T3D4477",NA
"4177","T3D4478",NA
"4178","T3D4479",NA
"4179","T3D4480",NA
"4180","T3D4481",NA
"4181","T3D4482",NA
"4182","T3D4483",NA
"4183","T3D4484",NA
"4184","T3D4485",NA
"4185","T3D4486",NA
"4186","T3D4487",NA
"4187","T3D4488",NA
"4188","T3D4489",NA
"4189","T3D4490",NA
"4190","T3D4491",NA
"4191","T3D4492",NA
"4192","T3D4493",NA
"4193","T3D4494",NA
"4194","T3D4495",NA
"4195","T3D4496",NA
"4196","T3D4497",NA
"4197","T3D4498",NA
"4198","T3D4499",NA
"4199","T3D4500",NA
"4200","T3D4501",NA
"4201","T3D4502",NA
"4202","T3D4503",NA
"4203","T3D4504",NA
"4204","T3D4505",NA
"4205","T3D4506",NA
"4206","T3D4507",NA
"4207","T3D4509",NA
"4208","T3D4510",NA
"4209","T3D4511",NA
"4210","T3D4512",NA
"4211","T3D4513",NA
"4212","T3D4514",NA
"4213","T3D4515",NA
"4214","T3D4516",NA
"4215","T3D4517",NA
"4216","T3D4518",NA
"4217","T3D4519",NA
"4218","T3D4520",NA
"4219","T3D4521",NA
"4220","T3D4522",NA
"4221","T3D4523",NA
"4222","T3D4524",NA
"4223","T3D4525",NA
"4224","T3D4526",NA
"4225","T3D4527",NA
"4226","T3D4528",NA
"4227","T3D4530",NA
"4228","T3D4531",NA
"4229","T3D4532",NA
"4230","T3D4533",NA
"4231","T3D4534",NA
"4232","T3D4535",NA
"4233","T3D4536",NA
"4234","T3D4538",NA
"4235","T3D4539",NA
"4236","T3D4540",NA
"4237","T3D4541","dermal"
"4238","T3D4541","inhalation"
"4239","T3D4542",NA
"4240","T3D4543",NA
"4241","T3D4544",NA
"4242","T3D4545",NA
"4243","T3D4546","occupationalexposuretotrifloxystrobinmayoccurthroughinhalationdermalcontactwiththiscompoundatworkplaceswheretrifloxystrobinisproducedorused"
"4244","T3D4547",NA
"4245","T3D4548",NA
"4246","T3D4549",NA
"4247","T3D4550",NA
"4248","T3D4551","readilyabsorbedviathegastrointestinaltract"
"4249","T3D4552","rapidlyabsorbedfollowingoraladministration"
"4250","T3D4553",NA
"4251","T3D4554","antihistaminesarewellabsorbedfromthegastrointestinaltractafteroraladministration"
"4252","T3D4555","pseudoephedrineisreadilyalmostcompletelyabsorbedfromthegitractthereisnoevidenceoffirst-passmetabolism"
"4253","T3D4556","rapidlyabsorbedfromthegitract"
"4254","T3D4557",NA
"4255","T3D4558","absorptionofazelastinefollowingocularadministrationwasrelativelylowsystemicbioavailabilityisapproximately40%afternasaladministration"
"4256","T3D4560","onaverage"
"4257","T3D4560","88%ofapromethazinedoseisabsorbedafteroraladministration"
"4258","T3D4560","however"
"4259","T3D4560","theabsolutebioavailabilityisonly25%becauseoffirst-passclearance"
"4260","T3D4561",NA
"4261","T3D4562","bioavailabilityislessthan35%"
"4262","T3D4563","11-52%"
"4263","T3D4564","afteroraladministrationofclobazam"
"4264","T3D4564","itisalmostcompletelyabsorbedbioavailabilityrelativetosolutionwasalmostat100%fooddoesnotaffectabsorptiontmax=1-3hours"
"4265","T3D4565",NA
"4266","T3D4566","almostcompletelyabsorbedintothebloodstreamafteroraladministration90%bioavailabilitycanbeachievedinhumans"
"4267","T3D4567","77-87%oralbioavailability"
"4268","T3D4567","witharelativelyslowabsorptionratereachespeakplasmalevelswithin1-2hoursofadministrationfoodmayslowabsorption"
"4269","T3D4567","howeverotherpharmacokineticvariablesremainunchangedaftermultipledosesdelorazepamaccumulates"
"4270","T3D4567","howeveraccumulationisslowerinyoungerpatients"
"4271","T3D4568",NA
"4272","T3D4569",NA
"4273","T3D4570",NA
"4274","T3D4571",NA
"4275","T3D4572",NA
"4276","T3D4573",NA
"4277","T3D4575",NA
"4278","T3D4576",NA
"4279","T3D4577",NA
"4280","T3D4578",NA
"4281","T3D4580",NA
"4282","T3D4581",NA
"4283","T3D4583","ingestion"
"4284","T3D4583","inhalation"
"4285","T3D4583","injection"
"4286","T3D4584",NA
"4287","T3D4585",NA
"4288","T3D4586",NA
"4289","T3D4587",NA
"4290","T3D4588",NA
"4291","T3D4589",NA
"4292","T3D4592",NA
"4293","T3D4594","ingestion"
"4294","T3D4595",NA
"4295","T3D4596",NA
"4296","T3D4597",NA
"4297","T3D4599",NA
"4298","T3D4604",NA
"4299","T3D4617","topicalapplicationof005mlof05%podofiloxsolutiontoexternalgenitaliadidnotresultindetectableserumlevelsapplicationsof01to15mlresultedinpeakserumlevelsof1to17ng/mlonetotwohoursafterapplication"
"4300","T3D4618",NA
"4301","T3D4619",NA
"4302","T3D4627",NA
"4303","T3D4630",NA
"4304","T3D4631",NA
"4305","T3D4636",NA
"4306","T3D4637",NA
"4307","T3D4646",NA
"4308","T3D4647",NA
"4309","T3D4648",NA
"4310","T3D4649",NA
"4311","T3D4650",NA
"4312","T3D4651",NA
"4313","T3D4652",NA
"4314","T3D4653",NA
"4315","T3D4654",NA
"4316","T3D4655",NA
"4317","T3D4656",NA
"4318","T3D4657",NA
"4319","T3D4658",NA
"4320","T3D4659",NA
"4321","T3D4660",NA
"4322","T3D4661",NA
"4323","T3D4662",NA
"4324","T3D4666",NA
"4325","T3D4668",NA
"4326","T3D4669",NA
"4327","T3D4672","inhalation"
"4328","T3D4672","oral"
"4329","T3D4672","dermal"
"4330","T3D4673","absorptionofadapalenethroughhumanskinislowonlytraceamountsofparentsubstancehavebeenfoundintheplasmaofacnepatientsfollowingchronictopicalapplicationofadapaleneincontrolledclinicaltrials"
"4331","T3D4674","poorlyabsorbed"
"4332","T3D4675","ingestion"
"4333","T3D4676","azacitidineisrapidlyabsorbedaftersubcutaneousadministrationthebioavailabilityofsubcutaneousazacitidinerelativetoivazacitidineisapproximately89%"
"4334","T3D4676","basedonareaunderthecurve"
"4335","T3D4677","wellabsorbedfollowingoraladministration"
"4336","T3D4681",NA
"4337","T3D4684",NA
"4338","T3D4685",NA
"4339","T3D4686","followingcisplatindosesof20to120mg/m^2"
"4340","T3D4686","theconcentrationsofplatinumarehighestinliver"
"4341","T3D4686","prostate"
"4342","T3D4686","kidney"
"4343","T3D4686","somewhatlowerinbladder"
"4344","T3D4686","muscle"
"4345","T3D4686","testicle"
"4346","T3D4686","pancreas"
"4347","T3D4686","spleen"
"4348","T3D4686","lowestinbowel"
"4349","T3D4686","adrenal"
"4350","T3D4686","heart"
"4351","T3D4686","lung"
"4352","T3D4686","cerebrum"
"4353","T3D4686","cerebellumplatinumispresentintissuesforaslongas180daysafterthelastadministration"
"4354","T3D4688","afteroraladministration"
"4355","T3D4688","peakconcentrationsoccuratonehour"
"4356","T3D4689","erratic"
"4357","T3D4689","slowincomplete"
"4358","T3D4690","ingestion"
"4359","T3D4693","wellabsorbed"
"4360","T3D4695","absorbedwell"
"4361","T3D4695","timetopeakplasmaconcentrationis1-15hrsmeanbioavailabilityis50%cmaxaucvaluesfororallyadministeredetoposidecapsulesdisplayintra-inter-subjectvariabilitythereisnoevidenceoffirst-passeffectforetoposide"
"4362","T3D4696","poorlyabsorbedfromgirangingfrom25to70%ofanoraldoseabsorptionissignificantlyenhancedbyadministrationwithorafterafattymeal"
"4363","T3D4697","theefficiencyofabsorptiondependsonthesaltform"
"4364","T3D4697","theamountadministered"
"4365","T3D4697","thedosingregimenthesizeofironstoressubjectswithnormalironstoresabsorb10%to35%ofanirondosethosewhoareirondeficientmayabsorbupto95%ofanirondose"
"4366","T3D4699",NA
"4367","T3D4700","wellrapidlyabsorbedfromthegastrointestinaltract"
"4368","T3D4702","incomplete"
"4369","T3D4702","variable"
"4370","T3D4702","25-89%postoraldose"
"4371","T3D4703","wellabsorbedwithpeakplasmaconcentrationsachievedin1-3hoursfollowingoraladministrationoftherapeuticdosesofimmediatereleaseformulation"
"4372","T3D4705",NA
"4373","T3D4707",NA
"4374","T3D4708",NA
"4375","T3D4710","readilyabsorbedfromthegastrointestinaltractrayos"
"4376","T3D4710","thedelayed-releaseformulation"
"4377","T3D4710","hasa4-hourreleasetimetocompare"
"4378","T3D4710","thedelayed-releaseformulationhasatmaxof60-65hoursinhealthymalesubjects"
"4379","T3D4710","whereastheimmediate-releaseformulationhasatmaxof20hourstherateofabsorption"
"4380","T3D4710","cmax"
"4381","T3D4710","exposureiscomparablebetweenformulations"
"4382","T3D4711","procarbazineisrapidlycompletelyabsorbed"
"4383","T3D4712","wellabsorbedfollowingoraladministration"
"4384","T3D4714","whenasingleoraldoseof20mgisgiven"
"4385","T3D4714","theaveragepeakplasmaconcentrationthecmaxofn-desmethyltamoxifenis15ng/mlsteady-stateconcentrationsfortamoxifenisachievedin4weeks"
"4386","T3D4714","whilesteady-stateconcentrationsforn-desmethyltamoxifenisachievedin8weeks"
"4387","T3D4715",NA
"4388","T3D4716",NA
"4389","T3D4718",NA
"4390","T3D4719","bioavailabilityisover80%followingoraladministration"
"4391","T3D4720","rapidnearlycompleteabsorptionfromthegastrointestinaltractfollowingoraladministration"
"4392","T3D4720","however"
"4393","T3D4720","becauseoffirst-passmetabolism"
"4394","T3D4720","systemicbioavailabilityofzidovudinecapsulessolutionisapproximately65%bioavailabilityinneonatesupto14daysofageisapproximately89%"
"4395","T3D4720","itdecreasestoapproximately61%65%inneonatesover14daysofagechildren3monthsto12years"
"4396","T3D4720","respectivelyadministrationwithahigh-fatmealmaydecreasetherateextentofabsorption"
"4397","T3D4725","inhalation"
"4398","T3D4726","oral"
"4399","T3D4727","oral"
"4400","T3D4729","completelyabsorbedfromthegastrointestinaltract"
"4401","T3D4730","rapidlyabsorbedfromgitract"
"4402","T3D4731","potassiumisanormaldietaryconstituentundersteady-stateconditionstheamountofpotassiumabsorbedfromthegastrointestinaltractisequaltotheamountexcretedintheurine"
"4403","T3D4732","absorptionoftacrolimusfromthegastrointestinaltractafteroraladministrationisincompletevariabletheabsolutebioavailabilityinadultkidneytransplantpatientsis17њ±10%"
"4404","T3D4732","inadultslivertransplantpatientsis22њ±6%"
"4405","T3D4732","inhealthysubjectsis18њ±5%theabsolutebioavailabilityinpediatriclivertransplantpatientswas31њ±24%tacrolimusmaximumbloodconcentrationsappearedtoincreaseinadose-proportionalfashionin18fastedhealthyvolunteersreceivingasingleoraldoseof3"
"4406","T3D4732","7"
"4407","T3D4732","10mgwhengivenwithoutfood"
"4408","T3D4732","therateextentofabsorptionwerethegreatestthetimeofthemealalsoaffectedbioavailabilitywhengivenimmediatelyafterameal"
"4409","T3D4732","meancmaxwasreduced71%"
"4410","T3D4732","meanaucwasreduced39%"
"4411","T3D4732","relativetothefastedconditionwhenadministered15hoursfollowingthemeal"
"4412","T3D4732","meancmaxwasreduced63%"
"4414","T3D4732","relativetothefastedcondition"
"4415","T3D4733","peakplasmaconcentrationsofquinapriloccurwithinonehourfollowingoraladministrationtheextentofabsorptionisatleast60%therateextentofquinaprilabsorptionarediminishedmoderatelywhenaccupriltabletsareadministeredduringahigh-fatmeal"
"4416","T3D4734","becauseofthesmalltherapeuticdose"
"4417","T3D4734","systemiclevelsofsalmeterolareloworundetectableafterinhalationofrecommendeddoses"
"4418","T3D4735","systemicabsorptionisrapidfollowingaerosoladministration"
"4419","T3D4736","bioavailabilityis55%followingoraladministration"
"4420","T3D4737","slowvariable"
"4421","T3D4738",NA
"4422","T3D4739","imipenemisnoteffectivelyabsorbedfromthegastrointestinaltractthereforemustbeadministeredparenterally"
"4423","T3D4740",NA
"4424","T3D4741",NA
"4425","T3D4742",NA
"4426","T3D4743","rapidcompleteabsorptionfollowsoralintakeofethinylestradiol"
"4427","T3D4744",NA
"4428","T3D4745","norethindroneacetateiscompletelyrapidlydeacetylatedtonorethindroneis16690њ±5628ng/ml*habsoluteoralbioavailabilityisapproximately64%theeffectoffoodonthepharmacokineticsofnorethindroneacetateisunknown"
"4429","T3D4746","43%"
"4430","T3D4747","completelyabsorbedfollowingoraladministration"
"4431","T3D4748","themethylgroupaidstoincreaseoralbioavailability"
"4432","T3D4749","levonorgestrelisnotsubjectedtoafirst-passeffectisvirtually100%bioavailable"
"4433","T3D4750","completelyabsorbedfromthegastrointestinaltractbusulfanisasmall"
"4434","T3D4750","highlylipophilicmoleculethatcrossestheblood-brain-barriertheabsolutebioavailability"
"4435","T3D4750","ifasingle2mgivbolusinjectionisgiventoadultpatients"
"4436","T3D4750","is80%њ±20%inchildrenittakes09hourstoreachpeakplasmaconcentrationafterdosenormalizationto4mg"
"4437","T3D4751","bioavailabilityisverylowfollowingoraladministration"
"4438","T3D4752","wellabsorbed"
"4439","T3D4753","fairlyrapidlyabsorbedfromthegastrointestinaltractfoodincreasesthebioavailabilityofunmetabolizedspironolactonebyalmost100%"
"4440","T3D4754",NA
"4441","T3D4755",NA
"4442","T3D4756","rapidabsorptionfollowingoraladministration"
"4443","T3D4757",NA
"4444","T3D4758",NA
"4445","T3D4759","95%in4hours"
"4446","T3D4760",NA
"4447","T3D4761",NA
"4448","T3D4762",NA
"4449","T3D4763",NA
"4450","T3D4764","orallyadministerederythromycinbaseitssaltsarereadilyabsorbedinthemicrobiologicallyactiveformtopicalapplicationoftheophthalmicointmenttotheeyemayresultinabsorptionintothecorneaaqueoushumor"
"4451","T3D4765","rapidlywellabsorbedfromthegastrointestinaltract"
"4452","T3D4766",NA
"4453","T3D4767","wellabsorbedfromthegastrointestinaltract"
"4454","T3D4768","rapidlycompletelyabsorbed"
"4455","T3D4769",NA
"4456","T3D4770","absorptionofanoraldoseisincompletevariable"
"4457","T3D4770","averagingapproximately30%oftheadministereddose"
"4458","T3D4771","wellabsorbedinthegastrointestinaltractwhenasingledoseof200mgisgiventohealthysubjects"
